#Entropy	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-144877115000.0	P-126156567000.0	P-88238400200.0	P-24576650900.0	P62414426500.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-135271197000.0	P-107620067000.0	P-57692654700.0	P20821316200.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-140179487000.0	P-121209778000.0	P-83041821000.0	P-19186880200.0	P67945174800.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-119425572000.0	P-88157636600.0	P-33950327500.0	P48266556300.0	P2.05854712	P2.05855047	P2.05855123	P2.05855123	P2.05855167	P2.05855167	P2.05855167	P2.05855167	P2.05855167	P2.05855167	P-97828000500.0	P-68788890700.0	P-18745107100.0	P59055855600.0	P20215868.8	P44553958.8	P61953853.7	P76155145.6	P89038373.0	P102479507.0	P116142089.0	P117711560.0	P119049411.0	P120199464.0	P121198681.0	P8926381140.0	P67319266300.0	P168117368.0	P613587105.0	P1247088960.0	P2218798090.0	P3912414240.0	P8237885080.0	P28549961700.0	P42896993500.0	P64807086300.0	P97551528300.0	P753457783.0	P2233471890.0	P5396950650.0	P12467297000.0	P34193071500.0	P134142401.0	P3149393360.0	P12314339300.0	P29317071300.0	P64268746000.0	P1672824680.0	P14262260800.0	P41091589900.0	P93699751700.0	P14107033000.0	P53303926300.0	*P1056354.44
67176470.6	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	-3722847.90559	-3241500.68415	-2266539.6824	-629653.511232	16528.9119898	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	-3475858.23741	-2764885.74903	-1481140.14584	11996.2403896	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	-3602061.36744	-3114307.65859	-2132923.99129	-491070.433928	16935.0663173	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	2267.23294627	-3068431.72587	-2264463.06934	-870671.732821	15351.7094407	2267.23297349	2267.23297349	2267.23297349	2267.23297349	2267.23297349	2267.23297349	2267.23297349	2267.23297349	2267.23297349	2267.23297349	-2513109.78596	-1766449.22798	-479711.457994	16272.5765412	2787.02818915	3412.81499821	3860.20527031	4225.35229469	4556.60892843	4614.77821906	4653.06000312	4657.45757232	4661.20615536	4664.42853899	4667.22828866	9451.84631744	16891.2930411	4798.69180294	5516.03044044	6254.65060268	6980.17265149	7842.50536107	9274.01426592	13168.5252174	14836.5242881	16711.5264236	18759.6889394	5711.29903596	6989.29124752	8413.11206578	10305.6412083	13887.5949741	4703.49586194	7494.61513473	10268.0581795	13272.5779432	16670.4387984	6607.51737624	10723.3899704	14652.367786	18553.5465085	10688.526859	15799.012241	2294.39415935
67705882.4	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	-3648171.35061	-3176473.39951	-2221056.83857	-616984.313107	16886.4666193	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	-3406132.9317	-2709412.86952	-1451401.72125	12286.4505214	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	-3529806.14556	-3051830.13394	-2090119.65866	-481179.325129	17295.0315754	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	2268.70635162	-3006873.8477	-2219021.85409	-853170.991324	15692.055558	2268.70637829	2268.70637829	2268.70637829	2268.70637829	2268.70637829	2268.70637829	2268.70637829	2268.70637829	2268.70637829	2268.70637829	-2462684.10361	-1730991.3885	-470048.055568	16620.1597957	2778.08158043	3391.32362798	3829.74534371	4187.57249131	4512.18862798	4617.31852543	4654.78698627	4659.09112605	4662.76006782	4665.91398966	4668.65425669	9640.746992	17248.7947436	4797.32473686	5607.75132841	6362.06721965	7105.99687203	7987.9893928	9454.91092331	13478.8908583	15168.8932711	17063.2161102	19136.3868876	5808.94511521	7114.92842228	8571.64164601	10555.2935905	14205.4653163	4704.15130007	7628.32898651	10516.1088315	13586.1474701	17023.4480772	6723.14371106	10983.9749786	14983.5918729	18919.0825735	10947.6512336	16143.0266878	2295.32308064
68235294.1	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	-3576895.05536	-3114407.00413	-2177644.94624	-604891.927937	17242.3762513	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	-3339582.43523	-2656465.8284	-1423017.34082	12578.9248795	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	-3460840.93028	-2992197.39764	-2049264.31405	-471738.531595	17656.4334225	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	2270.17975497	-2948118.88263	-2175649.69482	-836467.062573	16040.1062725	2270.17978112	2270.17978112	2270.17978112	2270.17978112	2270.17978112	2270.17978112	2270.17978112	2270.17978112	2270.17978112	2270.17978112	-2414554.44028	-1697148.02137	-460824.60001	16980.9656505	2769.60943526	3370.87793524	3800.73946941	4151.58004393	4469.85805234	4620.24875738	4657.12650625	4661.36278878	4664.97388756	4668.078086	4670.77515114	9831.42619477	17611.6232872	4797.41706673	5701.14961646	6470.11529171	7229.56183483	8133.32775529	9642.16366297	13795.6944764	15513.1147335	17428.6062445	19511.0227909	5908.70304559	7239.29961735	8735.13763216	10814.4950584	14534.0403175	4705.71256308	7768.61319997	10773.5544586	13900.0415351	17386.7051308	6842.85536024	11253.4217865	15319.6406751	19299.9703583	11216.1945707	16497.6690414	2296.2767925
68764705.9	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	-3506818.18996	-3053385.0522	-2134963.57489	-593003.011537	17611.0919112	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	-3274151.84174	-2604409.76803	-1395110.59477	12878.7155237	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	-3393036.25344	-2933568.15057	-2009096.46821	-462456.585209	18028.5066787	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	2271.65316078	-2890352.63546	-2133007.38789	-820044.206756	16390.0569209	2271.65318642	2271.65318642	2271.65318642	2271.65318642	2271.65318642	2271.65318642	2271.65318642	2271.65318642	2271.65318642	2271.65318642	-2367234.6897	-1663874.15376	-451756.334184	17339.5645053	2761.30465865	3350.80110478	3772.24651018	4116.21808337	4428.26462306	4622.26345352	4658.80177198	4662.99906289	4666.57692437	4669.65255113	4672.32479192	10045.5702045	17981.2683238	4797.8010692	5795.84502419	6581.21711467	7356.3400381	8284.68965949	9837.94008988	14115.0334664	15854.6958198	17791.6699234	19918.4699756	6010.21942321	7365.91935596	8900.0206531	11075.8194408	14866.7701062	4706.94063272	7906.40363067	11036.7441144	14223.8890015	17751.0404862	6957.81379626	11524.2363759	15667.3227839	19682.2267787	11487.9904836	16851.8539122	2297.23925232
69294117.6	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	-3439249.87976	-2994547.50815	-2093810.05629	-581539.641206	17978.0701216	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	-3211063.47645	-2554217.15504	-1368202.80022	13187.9975656	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	-3327658.79212	-2877037.65747	-1970366.49606	-453506.860716	18399.8156141	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	2273.12655601	-2834654.24863	-2091891.53529	-804209.202734	16751.5197496	2273.12658115	2273.12658115	2273.12658115	2273.12658115	2273.12658115	2273.12658115	2273.12658115	2273.12658115	2273.12658115	2273.12658115	-2321608.83633	-1631791.36959	-443012.640927	17711.3685111	2753.3499103	3331.49571797	3744.82627474	4082.17474273	4388.21288749	4626.22606193	4669.98072011	4675.00697848	4679.29146975	4682.97453462	4686.17454457	10282.1801978	18353.9566628	4836.43246155	5892.13705389	6694.58516077	7487.33112746	8436.55347699	10050.9405066	14444.3025304	16208.0504797	18168.069452	20400.0908276	6111.21688193	7497.79068393	9072.94914426	11344.9363931	15203.8722193	4727.6270346	8050.618337	11303.9755852	14556.0032358	18125.3202502	7076.23294561	11804.1171488	16012.1458257	20126.2010393	11766.1711785	17218.7117601	2298.21999238
69823529.4	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	-3374568.921	-2938224.22141	-2054415.09887	-570566.075128	18356.4377594	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	-3150671.01993	-2506169.37323	-1342444.80057	13502.1204647	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	-3265075.06011	-2822922.83386	-1933291.51905	-444939.524188	18783.0193974	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	2274.59995952	-2781335.97267	-2052532.63427	-789050.817138	17110.3823956	2274.5999842	2274.5999842	2274.5999842	2274.5999842	2274.5999842	2274.5999842	2274.5999842	2274.5999842	2274.5999842	2274.5999842	-2277932.66161	-1601079.52451	-434642.531247	18080.1362739	2745.79806559	3313.07828461	3718.64076671	4049.64915641	4349.93566456	4628.06898715	4680.19662131	4686.18471419	4691.28909399	4695.67695728	4699.48932732	10529.923246	18734.7436382	4878.50088978	5989.87349366	6802.22429886	7615.12018059	8593.97501771	10285.820128	14778.2007544	16563.4277502	18540.9814561	20911.790259	6205.44444491	7625.53286492	9246.03902822	11623.9221463	15551.5677048	4748.87424598	8195.52452493	11580.8785299	14887.9085969	18499.4597533	7199.35880289	12093.8687292	16368.2873479	20625.3915475	12054.0565848	17582.3328076	2299.22179348
70352941.2	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	-3319810.75366	-2890541.53536	-2021063.68561	-561275.790657	18733.6615448	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	-3099543.43505	-2465492.60705	-1320638.23369	13819.3558773	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	-3212092.37386	-2777109.79997	-1901904.16682	-437686.318	19162.9295036	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	2276.07334483	-2736197.28422	-2019211.74583	-776217.726471	17481.6244514	2276.0733691	2276.0733691	2276.0733691	2276.0733691	2276.0733691	2276.0733691	2276.0733691	2276.0733691	2276.0733691	2276.0733691	-2240956.83321	-1575079.10549	-427556.294387	18461.3623296	2739.63080947	3297.71238214	3696.69852732	4022.33950068	4317.75675851	4625.96702485	4695.5203848	4702.2358331	4707.96022636	4712.88107005	4717.15651707	10788.2421127	19115.9892994	4917.91206897	6088.81842031	6913.04124325	7748.49542842	8754.13722611	10538.5264537	15115.2732282	16925.0276418	18927.5875729	21420.6710806	6301.83648637	7758.78812923	9427.98084093	11910.4512838	15897.4011631	4772.54007143	8343.66245007	11868.6756793	15229.9457476	18884.0021985	7320.30655296	12387.7224881	16726.4660816	21137.2491339	12349.507101	17959.1813966	2300.29592717
70882352.9	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	-3303003.3544	-2875905.74301	-2010826.44787	-558423.395213	19120.3152672	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	-3083850.33425	-2453007.07181	-1313944.34052	14146.7941173	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	-3195829.90531	-2763047.84131	-1892269.73876	-435459.142676	19556.843815	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	2277.54664536	-2722342.29568	-2008983.87678	-772277.972855	17850.3606575	2277.54666951	2277.54666951	2277.54666951	2277.54666951	2277.54666951	2277.54666951	2277.54666951	2277.54666951	2277.54666951	2277.54666951	-2229607.18989	-1567098.03511	-425380.365293	18839.6367099	2738.75904413	3294.01736802	3690.98510369	4014.9787095	4308.90149688	4615.55257492	4752.93122053	4759.77171546	4765.60270117	4770.61517461	4774.97023362	11059.1790964	19507.1622295	4979.4640027	6177.23890908	7027.73077461	7887.06881253	8917.60135963	10793.7060151	15462.7116935	17292.1359928	19309.0254419	21956.2875682	6400.36356146	7897.92602735	9610.25797481	12197.3454703	16252.8400717	4831.38507082	8498.90761689	12153.8374771	15575.0337285	19266.5662958	7441.50010191	12685.4284302	17090.5308441	21658.8158834	12645.2070135	18332.0305496	2301.64668938
71411764.7	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	-3298867.81355	-2872304.39289	-2008307.09241	-557720.627368	19507.1617174	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	-3079988.89822	-2449934.66059	-1312296.60771	14475.2935137	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	-3191828.41125	-2759587.64778	-1889898.66765	-434910.171906	19990.7224014	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	2279.01990702	-2718933.01446	-2006466.8259	-771307.727206	18229.8045431	2279.01993114	2279.01993114	2279.01993114	2279.01993114	2279.01993114	2279.01993114	2279.01993114	2279.01993114	2279.01993114	2279.01993114	-2226814.19523	-1565133.67128	-424844.000515	19228.8840904	2739.65544613	3294.21928277	3690.69051255	4014.27888457	4307.83404914	4614.10158451	4829.35890102	4836.09599371	4841.83883712	4846.77554105	4851.06476815	11326.4677315	19934.4171854	5052.46737007	6267.74519789	7146.57158494	8020.92421987	9089.19139519	11062.1388557	15808.2889982	17661.5358954	19708.4275439	22482.5329176	6501.50705963	8032.33020733	9804.9521377	12495.8003468	16611.2565583	4906.62682781	8651.24230678	12449.7838571	15924.4478206	19660.8031457	7567.70781681	12994.5321714	17459.7962214	22192.0566942	12952.0886619	18717.4618563	2303.08980801
71941176.5	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	-3291081.58051	-2865524.0811	-2003564.25782	-556398.563717	19923.2815207	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	-3072718.82512	-2444150.38051	-1309195.10406	14810.125371	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	-3184294.59838	-2753073.14446	-1885435.06364	-433877.719696	20474.3079586	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	2280.49318777	-2712514.38284	-2001728.33103	-769481.982761	18607.7740519	2280.49321183	2280.49321183	2280.49321183	2280.49321183	2280.49321183	2280.49321183	2280.49321183	2280.49321183	2280.49321183	2280.49321183	-2221556.07751	-1561435.92762	-423835.286336	19616.1752608	2740.04245681	3293.2985218	3688.83479369	4011.66008007	4304.52298327	4610.06827897	4905.37551314	4912.01712872	4917.67858538	4922.54532705	4926.77376784	11605.9173558	20411.9489228	5125.32212115	6360.22284607	7260.32325054	8160.98544887	9258.91278759	11334.5455748	16163.1024818	18038.3924763	20161.6613448	23035.4389906	6605.07456219	8172.31620013	10014.4716132	12797.5554846	16974.0216719	4981.54841002	8811.50323054	12753.2935275	16281.8409136	20108.0266969	7699.46250291	13302.9778576	17831.4180418	22728.6497198	13262.1000247	19098.9073966	2304.50632715
72470588.2	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	-3280145.15686	-2856000.63604	-1996902.77804	-554542.10831	20410.1349679	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	-3062507.43134	-2436026.02258	-1304839.13824	15151.8206568	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	-3173712.73955	-2743923.07026	-1879165.80823	-432428.070257	20982.0708155	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	2281.96647677	-2703498.9759	-1995072.94707	-766918.026459	18995.165296	2281.96650076	2281.96650076	2281.96650076	2281.96650076	2281.96650076	2281.96650076	2281.96650076	2281.96650076	2281.96650076	2281.96650076	-2214170.79947	-1556242.44657	-422418.980789	20051.3382385	2739.98990434	3291.40899317	3685.63196594	4007.3853755	4299.27588598	4603.80667961	4913.35473854	4948.91366156	4979.22485604	4998.12204403	5002.29925495	11891.4189064	20920.316219	5198.44208623	6454.69441978	7374.7949353	8307.80289621	9438.6095695	11611.3819067	16520.1900387	18415.3095734	20665.743242	23578.0799146	6711.60343338	8319.07159097	10241.9703215	13103.828018	17342.7497334	5056.41027234	8977.92068029	13056.8323058	16638.2684486	20608.2322515	7827.2647946	13619.9290805	18209.854656	23280.5221094	13576.6423112	19492.5339604	2305.89988533
73000000.0	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	-3266543.05206	-2844155.96046	-1988617.74688	-552233.452319	20927.9557129	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	-3049807.10148	-2425921.49834	-1299421.65057	15493.7807972	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	-3160551.63406	-2732542.78448	-1871368.61643	-430625.389866	21503.5716099	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	2283.43977317	-2692286.18605	-1986795.49776	-763729.397664	19380.8081811	2283.43979705	2283.43979705	2283.43979705	2283.43979705	2283.43979705	2283.43979705	2283.43979705	2283.43979705	2283.43979705	2283.43979705	-2204985.52523	-1549783.27736	-420657.77274	20552.3879965	2739.56539535	3288.69969688	3681.28921941	4001.70945404	4292.39052555	4595.6595056	4903.92496207	4939.33654784	4969.52214886	4995.47051009	5018.01559597	12179.4570623	21438.8414688	5271.79693714	6552.25295849	7494.00724696	8454.49173066	9622.75563119	11899.7770429	16882.164975	18800.2254346	21179.0370953	24144.5588892	6809.79661721	8467.2314028	10490.6265928	13419.7661389	17712.6378501	5131.31076469	9143.28841244	13374.4542692	17005.6462715	21123.3630733	7957.34745795	13942.0628838	18588.8381459	23830.8311886	13900.2775816	19915.9082029	2307.27401441
73529411.8	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	-3250697.45774	-2830357.69176	-1978966.30304	-549544.215452	21442.9999084	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	-3035012.03421	-2414150.4273	-1293110.7653	15845.9309107	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	-3145219.784	-2719285.5089	-1862285.48339	-428525.591705	22035.7652249	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	2284.91307619	-2679224.03567	-1977152.88643	-760015.03225	19776.0467927	2284.91309995	2284.91309995	2284.91309995	2284.91309995	2284.91309995	2284.91309995	2284.91309995	2284.91309995	2284.91309995	2284.91309995	-2194285.33889	-1542258.88017	-418606.287982	21068.9688705	2738.82784087	3285.30046844	3675.98709527	3994.85424135	4284.12637113	4585.92539539	4892.69667798	4927.93662249	4957.97591281	4983.79850138	5006.23431042	12478.3812851	21973.0079859	5345.51332186	6651.70942226	7617.81680841	8603.17010447	9812.95819484	12185.7178754	17248.5356008	19184.5411816	21702.1905632	24703.5235515	6907.61914086	8615.86848627	10755.401565	13734.0253406	18089.7641275	5206.41771161	9317.71555272	13685.7168415	17368.9749411	21643.8735493	8093.70614215	14266.9726013	18974.8122227	24398.685002	14222.5619095	20392.0927951	2308.63179199
74058823.5	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	-3232958.68025	-2814910.87083	-1968161.80301	-546533.822952	21970.3346944	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	-3018449.30919	-2400973.02994	-1286045.98068	16195.1355816	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	-3128056.13707	-2704444.32331	-1852117.20052	-426175.068795	22567.0352076	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	2286.38637516	-2664601.29042	-1966358.27429	-755857.020588	20245.9142351	2286.3863988	2286.3863988	2286.3863988	2286.3863988	2286.3863988	2286.3863988	2286.3863988	2286.3863988	2286.3863988	2286.3863988	-2182306.78416	-1533835.58346	-416309.85135	21589.3905718	2737.8261113	3281.31902667	3669.87538449	3987.0038665	4274.69870283	4574.85212915	4879.95070192	4914.99849611	4944.87399334	4970.55578093	4992.86925584	12776.1622953	22501.2551796	5419.82784714	6754.85780196	7747.7591544	8759.81547428	10020.3154349	12485.5275204	17617.7259269	19579.9491068	22237.2369236	25282.6204343	7009.3112918	8772.48871964	11016.3836693	14060.6346401	18466.783717	5281.91495	9501.8959	14013.9591	17744.3835	22180.6599	8236.73845543	14599.532776	19361.1355805	24961.596543	14556.5760292	20897.0639339	2309.97576163
74588235.3	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	-3213634.25888	-2798083.29775	-1956391.5557	-543254.445128	22506.0499788	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	-3000406.07467	-2386617.75779	-1278349.76435	16555.4361353	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	-3109358.26063	-2688276.52695	-1841040.04563	-423614.550255	23115.0609836	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	2287.85968951	-2648671.46207	-1954598.7988	-751327.431052	20752.4534147	2287.85971301	2287.85971301	2287.85971301	2287.85971301	2287.85971301	2287.85971301	2287.85971301	2287.85971301	2287.85971301	2287.85971301	-2169257.52638	-1524659.40949	-413808.254184	22114.8501667	2736.60313946	3276.84996833	3663.08561962	3978.32000797	4264.29654715	4562.65726568	4865.93359507	4900.77206147	4930.46912317	4955.99752273	4978.17772733	13084.4762848	23046.1399002	5494.83527767	6861.18849474	7878.34042148	8925.09004952	10264.1737069	12782.551552	17991.4920586	20013.1900047	22769.5145355	25855.407815	7114.79999736	8937.74806122	11290.1496855	14383.7875737	18850.6747983	5265.49705616	9682.38986353	14333.8045757	18114.7508089	22710.2359082	8384.38809714	14933.146584	19766.4549314	25542.9493025	14887.3107172	21412.5728224	2311.30818511
75117647.1	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	-3192956.40797	-2780077.18087	-1943796.99285	-539745.474341	23042.0033364	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	-2981099.14827	-2371257.10824	-1270114.58819	16912.3976813	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	-3089350.83949	-2670976.39926	-1829187.12119	-420874.789527	23658.1434704	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	2289.33300879	-2631625.9703	-1942015.76226	-746480.680472	21267.8083851	2289.33303214	2289.33303214	2289.33303214	2289.33303214	2289.33303214	2289.33303214	2289.33303214	2289.33303214	2289.33303214	2289.33303214	-2155294.36782	-1514840.61562	-411131.541836	22654.5785634	2735.19131766	3271.96469568	3655.71709213	3968.92471957	4253.0626076	4549.5050524	4850.83150376	4885.44598051	4914.95210858	4940.31637643	4962.35397611	13394.4443032	23591.1451832	5570.80686406	6962.14861252	8003.62328672	9089.55198	10503.4840186	13089.8279864	18368.227687	20497.2265201	23318.0063471	26446.3474336	7223.49235087	9104.1770515	11568.9456792	14718.0769503	19235.0532493	5247.82602049	9889.81940683	14669.693656	18496.5184256	23255.9066104	8526.03565933	15273.3598598	20221.4412981	26117.5480965	15228.9451956	21940.7308743	2312.63074515
