#Entropy	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-144877115000.0	P-126156567000.0	P-88238400200.0	P-24576650900.0	P62414426500.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-135271197000.0	P-107620067000.0	P-57692654700.0	P20821316200.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-140179487000.0	P-121209778000.0	P-83041821000.0	P-19186880200.0	P67945174800.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P-119425572000.0	P-88157636600.0	P-33950327500.0	P48266556300.0	P2.05854712	P2.05855047	P2.05855123	P2.05855123	P2.05855167	P2.05855167	P2.05855167	P2.05855167	P2.05855167	P2.05855167	P-97828000500.0	P-68788890700.0	P-18745107100.0	P59055855600.0	P20215868.8	P44553958.8	P61953853.7	P76155145.6	P89038373.0	P102479507.0	P116142089.0	P117711560.0	P119049411.0	P120199464.0	P121198681.0	P8926381140.0	P67319266300.0	P168117368.0	P613587105.0	P1247088960.0	P2218798090.0	P3912414240.0	P8237885080.0	P28549961700.0	P42896993500.0	P64807086300.0	P97551528300.0	P753457783.0	P2233471890.0	P5396950650.0	P12467297000.0	P34193071500.0	P134142401.0	P3149393360.0	P12314339300.0	P29317071300.0	P64268746000.0	P1672824680.0	P14262260800.0	P41091589900.0	P93699751700.0	P14107033000.0	P53303926300.0	*P1056354.44
28000000.0	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	-1.20896996466e+17	-1.05275081125e+17	-7.36331445941e+16	-2.05087137262e+16	1402.82086617	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	-1.1288105389e+17	-8.98067500848e+16	-4.81433432147e+16	1374.17112735	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	-1.16976921748e+17	-1.01147086637e+17	-6.92967052802e+16	-1.60110600473e+16	1406.5865488	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	-9.96582031336e+16	-7.35657490178e+16	-2.8330855593e+16	1393.25171429	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	1357.62308825	-8.1635470383e+16	-5.74029257546e+16	-1.5642409409e+16	1400.53295251	1357.64067345	1357.66184446	1357.67698013	1357.68933343	1357.70054018	1357.71223223	1357.72411692	1357.72548216	1357.72664592	1357.72764632	1357.72851551	1364.97509683	1406.1609996	1357.76932873	1358.15683008	1358.70789519	1359.51499214	1360.89362904	1364.41464748	1379.73931937	1389.63772752	1404.45078533	1426.47968277	1358.27849958	1359.5269369	1362.10207091	1367.8018127	1383.71911159	1357.73977488	1360.27251501	1367.6851939	1380.28755792	1404.08405907	1359.07055903	1369.17033831	1388.41006366	1423.92490688	1369.05198873	1396.63358132	1357.62400714
28529411.8	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	-4.94692613518e+16	-4.30770048408e+16	-3.01295927984e+16	-8.39186207238e+15	1470.55816037	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	-4.61892563071e+16	-3.67475927521e+16	-1.96995433919e+16	1440.21405042	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	-4.7865224805e+16	-4.13878906015e+16	-2.83551860222e+16	-6.55148876439e+15	1474.4827176	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	-4.07786615116e+16	-3.01020155262e+16	-1.15925667355e+16	1460.44731665	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	1422.92520778	-3.34040260552e+16	-2.34884275004e+16	-6.40064238025e+15	1468.17495597	1422.94336164	1422.96521725	1422.98084237	1422.99359513	1423.00516428	1423.01723442	1423.02950342	1423.03091281	1423.0321142	1423.03314695	1423.03404425	1430.62094978	1474.03857991	1423.07617725	1423.47620926	1424.0450942	1424.91768941	1426.40701674	1430.04231088	1446.06236986	1456.56661243	1472.25596504	1495.03857347	1423.60181319	1424.93086649	1427.65467895	1433.59687336	1450.23547863	1423.04566771	1425.75336435	1433.46832176	1446.62965136	1471.87396478	1424.42740505	1435.050396	1455.25422624	1492.40333806	1434.92819202	1464.06258281	1422.92615639
29058823.5	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	-1.05345461808e+16	-9.17330650236e+15	-6.41613757857e+15	-1.78705838997e+15	1541.34974993	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	-9.83606466575e+15	-7.82544962875e+15	-4.19504443631e+15	1509.5251802	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	-1.01929644264e+16	-8.81360733823e+15	-6.03827525322e+15	-1.39514840237e+15	1545.3928492	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	-8.6838711787e+15	-6.41026496112e+15	-2.46865278137e+15	1530.91710407	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	1491.16800606	-7.11343257382e+15	-5.00189243694e+15	-1.36302546064e+15	1538.8942957	1491.18672229	1491.20925495	1491.2253641	1491.23851192	1491.25043946	1491.26288351	1491.27553259	1491.27698563	1491.27822424	1491.27928898	1491.28021408	1499.27346492	1544.93529625	1491.32365228	1491.73607654	1492.32258447	1493.22221105	1494.79019273	1498.66595405	1515.85475252	1526.90057046	1543.09883714	1567.16836609	1491.86557144	1493.23579633	1496.15918804	1502.39787618	1520.29570219	1491.29219761	1494.08377365	1502.26291032	1516.45844361	1542.70529848	1492.7167386	1503.98170515	1525.54856677	1564.36428249	1503.84473621	1534.6415411	1491.16898405
29588235.3	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	-1.24170689642e+15	-1.08125758353e+15	-7.56270098681e+14	-2.10640561923e+14	1615.71273553	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	-1.15937688435e+15	-9.22385701755e+14	-4.94469863055e+14	1582.25502673	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	-1.20144465705e+15	-1.03885984516e+15	-7.11731468612e+14	-1.64446133988e+14	1620.00554322	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	-1.0235678448e+15	-7.55577893297e+14	-2.90980088832e+14	1604.61513748	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	1562.82009065	-8.38460255674e+14	-5.89573032148e+14	-1.60659803034e+14	1613.08733387	1562.83999315	1562.86395398	1562.88108416	1562.89506531	1562.90774884	1562.92098162	1562.93443242	1562.93597757	1562.93729468	1562.93842691	1562.93941063	1571.50440724	1619.51973105	1562.98560204	1563.42416658	1564.04784856	1565.0044953	1566.67185882	1570.86985703	1588.87644302	1600.39190362	1617.56984922	1642.60428231	1563.56186913	1565.01894164	1568.13338353	1574.76788113	1593.44591608	1562.95215371	1565.92066547	1574.62690815	1589.49760525	1617.15200497	1564.46698498	1576.42220383	1598.97192924	1639.70999658	1576.27913862	1608.5719341	1562.82113062
30117647.1	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	-4.26164781834e+14	-3.71097159496e+14	-2.59558582255e+14	-7.2293702624e+13	1693.54466908	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	-3.97908394007e+14	-3.16570925463e+14	-1.69706427434e+14	1658.36584922	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	-4.12346425417e+14	-3.56545880952e+14	-2.44272530755e+14	-5.64393666613e+13	1698.00138475	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	-3.51297531268e+14	-2.59321011249e+14	-9.98669383502e+13	1682.10089034	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	1637.88526715	-2.87766970583e+14	-2.02346675648e+14	-5.51398644122e+13	1690.83717326	1637.90571627	1637.93033517	1637.94793583	1637.96230098	1637.97533285	1637.98892907	1638.0027493	1638.00433688	1638.00569016	1638.00685349	1638.00786423	1646.91464185	1697.49706446	1638.05532427	1638.50593389	1639.14674516	1640.12966597	1641.84282325	1646.21820185	1665.43603134	1677.71666357	1695.47289744	1721.86659877	1638.64741841	1640.14450908	1643.34448841	1650.3614571	1670.34252898	1638.0209573	1641.07099855	1650.21339265	1666.13778491	1695.03913446	1639.57739306	1652.09899838	1676.24255867	1718.78332736	1651.94873645	1686.20028305	1637.88633569
30647058.8	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	-6.35540778339e+13	-5.5341827302e+13	-3.87080468448e+13	-1.07811808925e+13	1775.32192015	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	-5.93401945008e+13	-4.72103141655e+13	-2.53083688691e+13	1738.22922905	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	-6.14933423233e+13	-5.31717909016e+13	-3.64284335397e+13	-8.41681916023e+12	1780.00634173	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	-5.23891029871e+13	-3.86726178116e+13	-1.48931855541e+13	1763.2157486	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	1716.43953771	-4.29147719986e+13	-3.01760185764e+13	-8.22302401196e+12	1772.46351899	1716.46263976	1716.49045256	1716.51033661	1716.5265654	1716.54128795	1716.55664805	1716.57226122	1716.57405476	1716.57558361	1716.57689786	1716.57803973	1726.14085233	1779.47964669	1716.63165692	1717.14072566	1717.86467156	1718.96931744	1720.78007807	1725.40473419	1745.52278703	1758.58718346	1777.35825696	1804.7680528	1717.30056545	1718.98500621	1722.36729728	1729.86518654	1750.73544808	1716.59283141	1719.96428037	1729.71204532	1746.24259505	1776.90008812	1718.35118889	1731.66230397	1756.95905667	1801.54362465	1731.50688993	1767.55796342	1716.44074488
31176470.6	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	-2.9290525938e+13	-2.55056997645e+13	-1.78395956441e+13	-4.96878358221e+12	1860.91434761	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	-2.73484497836e+13	-2.17580834892e+13	-1.16640105566e+13	1821.86131841	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	-2.83407831523e+13	-2.45055828618e+13	-1.6788977416e+13	-3.87910686897e+12	1865.86756794	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	1798.66169777	-2.41448610727e+13	-1.7823267266e+13	-6.8639063392e+12	1848.23858585	1798.66169778	1798.66169778	1798.66169778	1798.66169778	1798.66169778	1798.66169778	1798.66169778	1798.66169778	1798.66169778	1798.66169778	-1.9778372768e+13	-1.39073917034e+13	-3.78979140707e+12	1857.90648308	1798.6856023	1798.7143812	1798.73495594	1798.75174845	1798.76698239	1798.78287604	1798.79903155	1798.80088739	1798.80246935	1798.80382924	1798.80501078	1808.96290857	1865.30701763	1798.86049041	1799.38724209	1800.13633487	1801.28534538	1803.28798455	1808.18753821	1829.69890132	1843.35374203	1863.05716275	1891.82144775	1799.55263405	1801.30269662	1804.98813522	1812.95061651	1835.27822251	1798.82031626	1802.38574026	1812.77835864	1830.45733966	1862.57503665	1800.63975179	1814.94305099	1841.67929689	1888.49118003	1814.77932201	1852.75311194	1798.66294687
31705882.4	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	-5.38312146935e+12	-4.68753208043e+12	-3.27862703806e+12	-913181470289.0	1950.67503381	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	-5.02619951217e+12	-3.99878126461e+12	-2.14365511062e+12	1909.42725497	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	-5.20857421839e+12	-4.50372688747e+12	-3.08554052424e+12	-712916643233.0	1955.84068454	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	1845.7285191	-4.43743209945e+12	-3.27562614817e+12	-1.26147415799e+12	1937.53109731	1885.06039	1885.06051	1885.06054	1885.06054	1885.06056	1885.06056	1885.06056	1885.06056	1885.06056	1885.06056	-3.63494268719e+12	-2.55595201659e+12	-696501916449.0	1947.53817	1885.0200125	1885.04996754	1885.07138313	1885.08886191	1885.10471844	1885.12126163	1885.13807738	1885.14000906	1885.14165568	1885.14307115	1885.14430097	1895.83935587	1955.25609372	1885.20204795	1885.75032695	1886.53003369	1887.72600204	1889.81048519	1895.03803531	1917.82663382	1932.32715455	1952.90974857	1983.13850992	1885.92247816	1887.74406239	1891.63763542	1899.96052497	1923.68714574	1885.16023195	1888.87136793	1899.78250195	1918.6232965	1952.40694537	1887.05402429	1902.04963119	1930.56805743	1979.64437487	1901.86896606	1942.20325686	1884.99643119
32235294.1	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	-1.98735067425e+12	-1.73055170552e+12	-1.21040955314e+12	-337130011958.0	2044.88064998	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	-1.85558157026e+12	-1.47627741377e+12	-791398531471.0	2001.23897603	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	-1.92291099942e+12	-1.66269416664e+12	-1.13912551917e+12	-263195875122.0	2050.24785705	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	1881.38849608	-1.63821933498e+12	-1.20930167909e+12	-465713346384.0	2031.03720806	1895.9091078	1895.90915375	1895.90916418	1895.90916418	1895.90917021	1895.90917021	1895.90917021	1895.90917021	1895.90917021	1895.90917021	-1.3419548192e+12	-943611060806.0	-257135856126.0	2041.61802429	1975.4298047	1975.46338101	1975.48738554	1975.50697734	1975.52475077	1975.54329388	1975.56214249	1975.5643077	1975.56615337	1975.56773996	1975.56911846	1986.94612673	2049.64045633	1975.63384649	1976.22084906	1977.0382016	1978.29191367	1980.4770398	1986.05781993	2010.18279616	2025.55630754	2047.20256013	2078.85045042	1976.40131208	1978.310846	1982.39240847	1991.25322961	2016.33455339	1975.58697534	1979.49258009	1991.06849747	2011.03045353	2046.68013826	1977.5874915	1993.42106757	2023.71346895	2075.17084368	1993.23359375	2036.02867508	1975.40337263
32764705.9	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	-755589013055.0	-657954266373.0	-460196668134.0	-128176538900.0	2143.63453401	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	-705490513236.0	-561279399703.0	-300889038671.0	2097.50103071	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	-731089104196.0	-632154888549.0	-433094539830.0	-100066843769.0	2149.25695134	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	1926.96675679	-622849578639.0	-459775455377.0	-177063811876.0	2129.02990703	1932.48748086	1932.48749833	1932.4875023	1932.4875023	1932.48750459	1932.48750459	1932.48750459	1932.48750459	1932.48750459	1932.48750459	-510210064968.0	-358760111195.0	-97762829767.2	2140.22399516	2069.94122895	2069.97632449	2070.00141515	2070.02189341	2070.04047103	2070.05985315	2070.0795546	2070.08181778	2070.08374696	2070.08540534	2070.08684621	2082.22255431	2148.62030144	2070.15450298	2070.79687052	2071.71038045	2073.1115854	2075.45936867	2081.29386316	2106.86600616	2123.3027751	2146.06500917	2179.19548128	2070.99856409	2073.13274503	2077.46181415	2086.95091228	2113.48121333	2070.10551106	2074.43015329	2086.75774515	2107.79235356	2145.51754583	2072.32429153	2089.21773501	2121.32129982	2175.33241029	2089.02170103	2134.38306491	2069.91360093
33294117.6	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	-310622971086.0	-270485284215.0	-189187049475.0	-52693429784.3	2247.17658093	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	-290027455998.0	-230742204434.0	-123695613639.0	2198.27485979	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	-300551047887.0	-259879148758.0	-178045352729.0	-41137521876.7	2253.06023268	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	1958.12325547	-256053731803.0	-189013888727.0	-72791008990.1	2231.77270385	1960.39282753	1960.39283472	1960.39283635	1960.39283635	1960.39283729	1960.39283729	1960.39283729	1960.39283729	1960.39283729	1960.39283729	-209747578689.0	-147486436751.0	-40190340717.5	2243.60649011	2169.00155383	2169.038076	2169.06418658	2169.08549729	2169.10483009	2169.12500009	2169.14550241	2169.14785758	2169.14986518	2169.15159097	2169.15309042	2182.05523469	2252.39123457	2169.22349743	2169.89197717	2170.84262122	2172.30078508	2174.84225534	2181.0867129	2208.23777363	2225.67255284	2249.7199284	2284.38397423	2170.10186958	2172.32280484	2177.06997686	2187.03631499	2215.36212996	2169.17251399	2173.69725275	2186.8211462	2209.20655072	2249.14768389	2171.48148775	2189.56132806	2223.53392216	2280.36065142	2189.34296588	2237.37372971	2168.97280272
33823529.4	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	-128335761503.0	-111752632963.0	-78163774664.6	-21770608625.1	2355.75585577	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	-119826599648.0	-95332538734.0	-51105591112.9	2303.86109471	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	-124174485404.0	-107370643833.0	-73560515142.5	-16996215251.7	2361.97825619	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	1987.92567662	-105790149638.0	-78092232252.5	-30074045252.6	2339.4799745	1988.86336408	1988.86336704	1988.86336772	1988.86336772	1988.86336811	1988.86336811	1988.86336811	1988.86336811	1988.86336811	1988.86336811	-86658481893.3	-60934913838.8	-16604881616.4	2351.97727612	2272.7858718	2272.82536284	2272.85359596	2272.87663901	2272.89754337	2272.91935298	2272.94152192	2272.94406855	2272.94623935	2272.94810543	2272.94972676	2286.66420956	2361.27407421	2273.02585714	2273.72770501	2274.71709359	2276.23468647	2278.87973707	2285.63515756	2314.54484664	2332.91258048	2358.44773154	2394.65702766	2273.94615181	2276.25760367	2281.19825176	2291.84718196	2321.95566119	2272.97072928	2277.68806868	2291.62329199	2315.5522534	2357.84206867	2275.3819978	2294.47453833	2330.68828773	2390.46103079	2294.24732553	2345.32104045	2272.75478352
34352941.2	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	-54932174713.8	-47834018106.6	-33456816851.4	-9318577606.53	2469.68323711	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	-51289957065.1	-40805645863.0	-21874971851.9	2414.59395587	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	-53151003605.7	-45958374133.8	-31486461443.9	-7274970950.06	2476.13771573	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	2008.53501719	-45281867569.6	-33426194207.2	-12872737692.7	2452.23292889	2008.93638008	2008.93638135	2008.93638163	2008.93638163	2008.9363818	2008.9363818	2008.9363818	2008.9363818	2008.9363818	2008.9363818	-37092847416.8	-26082264334.9	-7107466523.98	2465.60646756	2381.31487092	2381.35622835	2381.38579579	2381.40992788	2381.4318202	2381.45466057	2381.47787723	2381.48054422	2381.48281761	2381.48477188	2381.48646984	2395.98834515	2475.40726972	2381.56619822	2382.32317979	2383.39968216	2385.05089623	2387.84616196	2394.87029608	2425.82810748	2445.31189952	2472.47551235	2510.34983276	2382.56086041	2385.07583125	2390.25690133	2401.66319725	2433.6559156	2381.50846495	2386.60709199	2401.42587592	2426.9431574	2471.84725994	2384.12312994	2404.44817111	2442.98484762	2505.9113814	2404.20732761	2458.55798001	2381.28231338
34882352.9	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	-24050464201.2	-20942741443.0	-14648099324.8	-4079868783.19	2588.87521043	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	-22455824451.2	-17865571751.8	-9577323167.09	2530.31145314	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	-23270629901.2	-20121544929.1	-13785436146.1	-3185134661.83	2595.74273236	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	2026.49541219	-19825356078.6	-14634692084.9	-5635955073.95	2570.46498862	2026.67113733	2026.67113789	2026.67113801	2026.67113801	2026.67113809	2026.67113809	2026.67113809	2026.67113809	2026.67113809	2026.67113809	-16240030239.2	-11419364604.6	-3111797689.17	2584.61407942	2494.81279534	2494.85659412	2494.88790694	2494.91346355	2494.93664818	2494.96083682	2494.98542398	2494.98824839	2494.99065599	2494.99272562	2494.99452381	2510.58740607	2594.98008014	2495.07895858	2495.88062503	2497.02067369	2498.76935949	2501.81718771	2509.40601759	2542.23157878	2563.1770303	2591.91085778	2631.63839607	2496.13233602	2498.79576643	2504.48875645	2516.66325374	2550.66092241	2495.0178173	2500.44405687	2516.40079405	2543.38638989	2591.22784747	2497.78682684	2519.74322713	2560.58088729	2627.00636376	2519.47687218	2577.27016166	2494.77831592
35411764.7	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	-10274095745.1	-8946510357.94	-6257507656.1	-1742874425.69	2713.82246388	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	-9592882974.67	-7631976908.96	-4091327191.41	2651.44557057	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	-9940959007.49	-8595704132.09	-5888987321.7	-1360653733.14	2721.20962164	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	2043.61382778	-8469175474.2	-6251780228.94	-2407617577.35	2694.27932066	2043.68889565	2043.68889589	2043.68889595	2043.68889595	2043.68889598	2043.68889598	2043.68889598	2043.68889598	2043.68889598	2043.68889598	-6937563241.39	-4878227273.94	-1329324975.46	2709.33658028	2613.64816792	2613.69616055	2613.73047165	2613.75847538	2613.78388	2613.81038476	2613.8373262	2613.84042106	2613.84305919	2613.84532699	2613.84729736	2630.59589498	2720.37362539	2613.93981699	2614.81824507	2616.04259615	2617.88411657	2621.09374857	2629.29110169	2664.30201002	2686.42421218	2717.01822591	2758.68699101	2615.09405804	2617.91192541	2623.90714615	2636.9008853	2673.24959235	2613.87282127	2619.64772066	2636.62965874	2665.51832098	2716.29919034	2616.84942301	2640.08373816	2683.73905082	2753.81539268	2639.80848623	2701.37135992	2613.61038701
