#S	T	Index
71411764.7	2279.01990702	0
38058823.5	2101.39031928	0
71411764.7	2279.01990702	1
38058823.5	2101.39031928	1
71411764.7	2279.01990702	2
38058823.5	2101.39031928	2
71411764.7	2279.01990702	3
38058823.5	2101.39031928	3
71411764.7	2279.01990702	4
38058823.5	2101.39031928	4
71411764.7	2279.01990702	5
38058823.5	2101.39031928	5
71411764.7	2279.01990702	6
38058823.5	2101.39031928	6
71411764.7	2279.01990702	7
38058823.5	2101.39031928	7
71411764.7	2279.01990702	8
38058823.5	2101.39031928	8
71411764.7	2279.01990702	9
38058823.5	2101.39031928	9
71411764.7	2279.01990702	10
38058823.5	2101.39031928	10
71411764.7	2279.01990702	11
38058823.5	2101.39031928	11
71411764.7	2279.01990702	12
38058823.5	2101.39031928	12
71411764.7	2279.01990702	13
38058823.5	2101.39031928	13
71411764.7	2279.01990702	14
38058823.5	2101.39031928	14
71411764.7	2279.01990702	15
38058823.5	2101.39031928	15
71411764.7	2279.01990702	16
38058823.5	2101.39031928	16
71411764.7	2279.01990702	17
38058823.5	2101.39031928	17
71411764.7	2279.01990702	18
38058823.5	2101.39031928	18
71411764.7	2279.01990702	19
38058823.5	2101.39031928	19
71411764.7	2279.01990702	20
38058823.5	2101.39031928	20
71411764.7	2279.01990702	21
38058823.5	2101.39031928	21
71411764.7	2279.01990702	22
38058823.5	2101.39031928	22
71411764.7	2279.01990702	23
38058823.5	2101.39031928	23
71411764.7	2279.01990702	24
38058823.5	2101.39031928	24
71411764.7	2279.01990702	25
38058823.5	2101.39031928	25
71411764.7	2279.01990702	26
38058823.5	2101.39031928	26
71411764.7	2279.01990702	27
38058823.5	2101.39031928	27
71411764.7	2279.01990702	28
38058823.5	2101.39031928	28
71411764.7	2279.01990702	29
38058823.5	2101.39031928	29
71411764.7	2279.01990702	30
38058823.5	2101.39031928	30
71411764.7	2279.01990702	31
38058823.5	2101.39031928	31
71411764.7	2279.01990702	32
38058823.5	2101.39031928	32
71411764.7	2279.01990702	33
38058823.5	2101.39031928	33
71411764.7	2279.01990702	34
38058823.5	2101.39031928	34
71411764.7	2279.01990702	35
38058823.5	2101.39031928	35
71411764.7	2279.01990702	36
38058823.5	2101.39031928	36
71411764.7	2279.01990702	37
38058823.5	2101.39031928	37
71411764.7	2279.01990702	38
38058823.5	2101.39031928	38
71411764.7	2279.01990702	39
38058823.5	2101.39031928	39
71411764.7	2279.01990702	40
38058823.5	2101.39031928	40
71411764.7	2279.01990702	41
38058823.5	2101.39031928	41
71411764.7	2279.01990702	42
38058823.5	2101.39031928	42
71411764.7	2279.01990702	43
38058823.5	2101.39031928	43
71411764.7	2279.01990702	44
38058823.5	2101.39031928	44
71411764.7	2279.01990702	45
38058823.5	2101.39031928	45
71411764.7	2279.01990702	46
38058823.5	2101.39031928	46
71411764.7	2279.01990702	47
38058823.5	2101.39031928	47
71411764.7	2279.01990702	48
38058823.5	2101.39031928	48
71411764.7	2279.01990702	49
38058823.5	2101.39031928	49
71411764.7	2279.01990702	50
38058823.5	2101.39031928	50
71411764.7	2279.01990702	51
38058823.5	2101.39031928	51
71411764.7	2279.01990702	52
38058823.5	2101.39031928	52
71411764.7	2279.01990702	53
38058823.5	2101.39031928	53
71411764.7	2279.01990702	54
38058823.5	2101.39031928	54
71411764.7	2279.01990702	55
38058823.5	2101.39031928	55
71411764.7	2279.01990702	56
38058823.5	2101.39031928	56
71411764.7	2279.01990702	57
38058823.5	2101.39031928	57
71411764.7	2279.01990702	58
38058823.5	2101.39031928	58
71411764.7	2279.01990702	59
38058823.5	2101.39031928	59
71411764.7	2279.01990702	60
38058823.5	2101.39031928	60
71411764.7	2279.01990702	61
38058823.5	2101.39031928	61
71411764.7	2279.01990702	62
38058823.5	2101.39031928	62
71411764.7	2279.01990702	63
38058823.5	2101.39031928	63
71411764.7	2279.01990702	64
38058823.5	2101.39031928	64
71411764.7	2279.01990702	65
38058823.5	2101.39031928	65
71411764.7	2279.01990702	66
38058823.5	2101.39031928	66
71411764.7	2279.01990702	67
38058823.5	2101.39031928	67
71411764.7	2279.01990702	68
38058823.5	2101.39031928	68
71411764.7	2279.01990702	69
38058823.5	2101.39031928	69
71411764.7	2279.01990702	70
38058823.5	2101.39031928	70
71411764.7	2279.01990702	71
38058823.5	2101.39031928	71
71411764.7	2279.01990702	72
38058823.5	2101.39031928	72
71411764.7	2279.01990702	73
38058823.5	2101.39031928	73
71411764.7	2279.01990702	74
38058823.5	2101.39031928	74
71411764.7	2279.01990702	75
38058823.5	2101.39031928	75
71411764.7	2279.01990702	76
38058823.5	2101.39031928	76
71411764.7	2279.01990702	77
38058823.5	2101.39031928	77
71411764.7	2279.01990702	78
38058823.5	2101.39031928	78
71411764.7	2279.01990702	79
38058823.5	2101.39031928	79
0	0	80
0	0	80
0	0	81
0	0	81
0	0	82
0	0	82
0	0	83
0	0	83
0	0	84
0	0	84
0	0	85
0	0	85
0	0	86
0	0	86
0	0	87
0	0	87
0	0	88
0	0	88
0	0	89
0	0	89
0	0	90
0	0	90
0	0	91
0	0	91
0	0	92
0	0	92
0	0	93
0	0	93
0	0	94
0	0	94
0	0	95
0	0	95
0	0	96
0	0	96
0	0	97
0	0	97
0	0	98
0	0	98
0	0	99
0	0	99
0	0	100
0	0	100
0	0	101
0	0	101
0	0	102
0	0	102
0	0	103
0	0	103
0	0	104
0	0	104
0	0	105
0	0	105
0	0	106
0	0	106
60823529.4	7272.38312654	107
48117647.1	7087.30886422	107
57117647.1	8291.02230273	108
51294117.6	8264.85563546	108
