#Entropy	P318.871868	P2477463190.000000	P10616202800.000000	P37130030300.000000	P131632621000.000000	P506485527000.000000	P639214903000.000000	P782079315000.000000	P952433604000.000000	P1141842300000.000000	P1358868850000.000000	P1586897850000.000000	P1835548490000.000000	P2104786810000.000000	P2396120650000.000000	P2614561580000.000000	P2962072790000.000000	P3499668870000.000000	P4134904600000.000000	P4858271530000.000000	P5663806720000.000000	P6549142300000.000000	P7512178540000.000000	P8551043990000.000000	P9664062550000.000000	P10851977700000.000000	P12122947400000.000000	P13464435400000.000000	P14875306900000.000000	P16354524000000.000000
26941176.500000	1236.037939	1237.848056	1243.670587	1261.190589	1318.741338	1500.376163	1547.969836	1631.516614	1657.804473	1683.315372	1708.936099	1733.112860	1756.819505	1780.403120	1803.625189	1820.095435	1844.331787	1878.790574	1915.428387	1953.113003	1991.440519	2029.965906	2068.421192	2106.679639	2144.781799	2182.773612	2220.723326	2257.709171	2294.744522	2331.624967
27470588.200000	1295.366710	1297.270052	1303.492158	1322.039299	1382.210618	1572.718488	1622.600717	1710.175485	1737.849040	1764.522768	1791.391788	1816.710268	1841.573855	1866.232003	1890.638346	1907.743269	1933.282743	1969.267884	2007.580633	2047.095293	2087.243822	2127.541235	2167.790102	2207.853086	2247.697737	2287.462395	2327.204700	2365.934795	2404.688268	2443.277162
28000000.000000	1357.623089	1359.725551	1366.350645	1385.716226	1448.557779	1648.232437	1700.532750	1792.710913	1821.801746	1849.605050	1877.948210	1904.301877	1930.515693	1956.200326	1981.889449	1999.679825	2026.504701	2064.148520	2104.258704	2145.677501	2187.683062	2229.862306	2272.009460	2313.976383	2355.677910	2397.189143	2438.814478	2479.453871	2519.923792	2560.310862
28529411.800000	1422.925208	1425.149971	1432.041142	1452.374485	1518.471163	1727.707368	1782.525588	1879.388997	1909.759853	1939.057414	1968.659451	1996.283609	2023.750928	2050.617461	2077.563524	2096.231750	2124.271920	2163.691811	2205.710116	2249.040348	2292.993923	2337.154387	2381.294635	2425.255631	2468.952602	2512.399378	2555.856265	2598.422559	2640.790507	2683.048249
29058823.500000	1491.168006	1493.461688	1500.764519	1522.581893	1591.515188	1810.835397	1868.374979	1970.226923	2002.019124	2032.840192	2063.811172	2092.817243	2121.551684	2149.706821	2177.919565	2197.464187	2226.831811	2268.134088	2312.160685	2357.529176	2403.464170	2449.642402	2495.841750	2541.879512	2587.650159	2633.167133	2678.700554	2723.165014	2767.481596	2811.738559
29588235.300000	1562.820091	1565.259151	1573.061826	1595.824100	1668.241586	1897.979851	1958.343687	2065.509648	2098.866131	2131.200384	2163.662769	2194.048629	2224.159131	2253.672713	2283.188229	2303.695231	2334.409936	2377.691031	2423.816692	2471.345530	2519.464361	2567.808476	2616.142396	2664.291471	2712.162137	2759.769288	2807.398349	2853.996021	2900.389767	2946.719330
30117647.100000	1637.885267	1640.391316	1648.569581	1672.862228	1748.487276	1989.518716	2052.706384	2165.495635	2200.509237	2234.384862	2268.446284	2300.246366	2331.802204	2362.809985	2393.589934	2415.208697	2447.212137	2492.559567	2540.866557	2590.633963	2641.010804	2691.618267	2742.212335	2792.615032	2842.727267	2892.565243	2942.424508	2991.225923	3039.725895	3088.198282
30647058.800000	1716.439538	1719.245874	1727.947556	1753.385072	1832.878197	2085.454181	2151.717017	2270.417423	2307.178114	2342.618280	2378.371242	2411.773041	2444.688006	2477.281099	2509.512368	2532.141329	2565.736519	2613.174157	2663.742932	2715.854168	2768.600870	2821.582791	2874.543031	2927.297669	2979.740523	3031.888831	3084.056286	3135.078423	3185.767364	3236.478133
31176470.600000	1798.661698	1801.591207	1810.865952	1838.005097	1921.237519	2186.039622	2255.573568	2380.465177	2419.123046	2456.233042	2493.641187	2528.761520	2563.265317	2597.273008	2631.163089	2654.752049	2689.981747	2739.672752	2792.598782	2847.112667	2902.319677	2957.808985	3013.262616	3068.491726	3123.382785	3177.952930	3232.471179	3285.858382	3338.924377	3392.018266
31705882.400000	1884.995131	1888.044364	1897.806090	1926.708107	2013.852397	2291.504590	2364.547318	2495.855545	2536.505606	2575.528936	2614.718627	2651.380285	2687.633407	2723.360243	2758.720240	2783.539014	2820.404560	2872.434329	2927.869146	2984.951343	3042.706541	3100.708005	3158.761821	3216.496017	3273.923752	3331.035197	3388.159142	3444.029926	3499.520899	3555.078995
32235294.100000	1975.401916	1978.625647	1989.017601	2019.529369	2110.985826	2402.095887	2478.804521	2617.094572	2659.677969	2700.522002	2741.687027	2780.257937	2818.154353	2855.498708	2892.597387	2918.599936	2957.150222	3011.647243	3069.713795	3129.480183	3189.935857	3250.623514	3311.344161	3371.795729	3431.890682	3491.628473	3551.369763	3609.841102	3667.857728	3725.986672
32764705.900000	2069.912078	2073.484581	2084.501903	2116.819033	2212.864528	2518.188354	2598.486816	2744.172244	2788.953167	2831.866366	2874.995308	2915.355306	2955.020257	2994.204691	3033.104886	3060.263354	3100.635229	3157.698345	3218.418087	3280.983440	3344.288496	3407.865529	3471.366229	3534.635744	3597.482421	3659.984983	3722.473904	3783.651279	3844.307461	3905.118720
33294117.600000	2168.971218	2172.688942	2184.432342	2218.841169	2319.683767	2639.813744	2724.209413	2877.625685	2924.616136	2969.584952	3014.791789	3057.066239	3098.672075	3139.742918	3180.467090	3208.856909	3251.168625	3310.887512	3374.470960	3439.957401	3506.196482	3572.706283	3639.165027	3705.336447	3771.082685	3836.453109	3901.810915	3965.794273	4029.205175	4092.822068
33823529.400000	2269.504509	2276.638664	2289.137665	2325.807568	2431.661538	2767.420205	2855.880562	3017.553453	3066.864008	3114.048316	3161.456843	3205.734343	3249.354134	3292.337671	3334.964505	3364.774371	3409.083097	3471.557985	3538.134784	3606.639211	3675.945317	3745.534285	3815.049638	3884.267974	3953.024281	4021.377464	4089.742438	4156.670232	4222.935795	4289.469069
34352941.200000	2129.060565	2385.490443	2398.732447	2437.658629	2548.994912	2901.090531	2994.017929	3164.323982	3216.005873	3265.543521	3315.265940	3361.716256	3407.420677	3452.415240	3497.052854	3528.259954	3574.632430	3640.049306	3709.703291	3781.381308	3853.884637	3926.672285	3999.372522	4071.758119	4143.672221	4215.150133	4286.621263	4356.614943	4425.857627	4495.439567
34882352.900000	2079.264040	2499.234853	2513.486966	2554.884225	2672.150680	3041.301144	3138.806626	3318.153586	3372.506304	3424.469215	3476.589054	3525.264478	3573.137766	3620.267207	3667.016214	3699.663672	3748.207023	3816.662268	3889.538859	3964.528407	4040.368198	4116.489586	4192.517465	4268.202286	4343.387684	4418.114000	4492.830979	4566.014686	4638.370004	4711.136603
35411764.700000	2066.156012	2618.374322	2633.618501	2677.847057	2801.089867	3188.236942	3290.482624	3479.500099	3536.592750	3591.116914	3645.723273	3696.733437	3746.865720	3796.222537	3845.144615	3879.333844	3930.132123	4001.742491	4077.978917	4156.418492	4235.735199	4315.331463	4394.824354	4473.943983	4552.545948	4630.665171	4708.769104	4785.297085	4860.880079	4936.964048
35941176.500000	2067.171043	2742.895405	2759.168411	2806.294395	2936.300355	3342.122099	3449.444980	3648.618816	3708.573709	3765.750204	3822.985265	3876.430927	3928.933583	3980.608569	4031.806694	4067.584819	4120.731892	4195.662428	4275.390633	4357.423092	4440.355995	4523.567810	4606.680684	4689.393127	4771.549903	4853.195587	4934.832583	5014.835085	5093.789344	5173.340799
36470588.200000	2073.484887	2873.025669	2890.437652	2940.810627	3077.938148	3503.304044	3615.928213	3825.814396	3888.780518	3948.705856	4008.715493	4064.720487	4119.663607	4173.762565	4227.332926	4264.772220	4320.372065	4398.744691	4482.127828	4567.901202	4654.598988	4741.594162	4828.460607	4914.918935	5000.785276	5086.129369	5171.433846	5255.091301	5337.553819	5420.962982
37000000.000000	2082.546064	3008.997172	3027.729809	3081.612564	3226.167699	3672.067713	3790.194683	4011.423196	4077.477252	4140.342395	4203.223743	4261.877555	4319.407203	4376.026282	4432.075886	4471.239461	4529.401477	4611.373175	4698.549631	4788.225015	4878.856480	4969.785363	5060.580949	5150.934212	5240.689523	5329.865234	5419.021146	5506.939415	5593.684546	5680.985599
37529411.800000	2092.808854	3150.767011	3170.886188	3228.500928	3381.435351	3848.649980	3972.566795	4121.860566	4275.023500	4340.965311	4406.866217	4468.260583	4528.498102	4587.748539	4646.387356	4687.357646	4748.186435	4833.887728	4925.038306	5018.773016	5113.517562	5208.557976	5303.440707	5397.876655	5492.038606	5586.417441	5679.273775	5769.646800	5860.158534	5951.474760
38058823.500000	2102.150001	3298.762706	3320.363118	3382.215860	3543.896115	4033.323675	4163.281240	4283.774053	4481.746760	4550.906563	4619.965405	4684.232260	4747.299561	4809.273971	4870.629118	4913.480192	4977.086536	5066.689134	5161.997822	5259.964771	5358.988059	5458.328874	5558.840488	5657.620899	5754.299127	5852.825735	5949.787745	6045.110440	6139.193040	6234.424352
38588235.300000	2107.570675	3452.818340	3476.078495	3542.431375	3713.800556	4226.375851	4362.625725	4488.955894	4697.981494	4770.514361	4842.828541	4910.136385	4976.143614	5040.982369	5105.170528	5149.977096	5216.509878	5310.173779	5409.801483	5512.955529	5617.301337	5720.152792	5824.222647	5927.373695	6029.261131	6131.773612	6232.643269	6333.172165	6430.823942	6530.027029
39117647.100000	2113.120032	3613.223127	3638.321285	3709.722583	3891.407497	4428.028886	4570.905923	4703.344996	4924.048159	5000.062880	5075.840415	5146.336162	5215.404701	5283.251475	5350.386222	5397.248274	5466.812109	5566.150038	5670.206853	5776.414936	5885.380632	5992.787600	6102.151997	6209.460128	6316.784533	6423.275301	6529.121581	6634.340356	6736.701570	6840.510347
39647058.800000	2118.725486	3779.995496	3807.066777	3883.764946	4076.876892	4638.561277	4788.314695	4927.162343	5160.233201	5239.965814	5319.370355	5393.208964	5465.471754	5537.574149	5608.261606	5657.115283	5728.887664	5831.957598	5940.643691	6052.447533	6165.822862	6278.647253	6392.575518	6504.237485	6617.195422	6727.681079	6839.542429	6948.791855	7056.054405	7164.960378
40176470.600000	2124.357910	3952.837413	3982.192459	4065.136094	4270.482464	4858.218851	5015.223588	5160.763526	5406.931656	5490.915258	5575.242347	5652.532555	5727.229715	5801.881414	5875.745995	5926.805298	6001.971690	6110.146953	6223.259016	6340.892394	6458.699060	6577.612163	6695.835642	6813.724405	6930.823579	7046.913987	7163.543039	7277.286872	7389.366281	7503.368963
40705882.400000	2130.009157	4132.001043	4163.945133	4253.311962	4472.393039	5087.243711	5251.822421	5404.423790	5665.852211	5752.359865	5840.675746	5921.526045	5999.783624	6078.465280	6155.420439	6208.596091	6288.108548	6400.653031	6518.910747	6642.079075	6764.864256	6889.712238	7012.672393	7136.752042	7258.257177	7380.818898	7501.479065	7622.240664	7739.215359	7858.367882
41235294.100000	2135.669660	4317.355796	4352.200761	4448.782509	4682.832448	5325.930231	5498.926324	5659.781995	5934.389895	6025.954601	6118.121627	6202.481624	6285.295435	6367.242984	6447.320423	6502.729517	6586.954901	6703.803385	6828.619361	6956.308868	7085.967766	7215.259874	7345.241030	7473.591831	7602.238194	7728.876224	7856.804007	7981.713556	8104.229636	8229.173158
41764705.900000	2141.336828	4508.635595	4546.490336	4651.477280	4901.982921	5575.877717	5755.585382	5924.211823	6214.509134	6311.478000	6407.595266	6495.576327	6583.317347	6668.530289	6751.830912	6811.340291	6898.727465	7020.613121	7151.635152	7285.045791	7420.771653	7556.336678	7691.880189	7826.905849	7960.625753	8094.199070	8226.860152	8358.810120	8486.788432	8617.544314
42294117.600000	2147.007645	4705.529477	4746.894660	4860.931378	5130.016617	5834.322087	6023.366272	6199.724127	6506.720134	6609.268787	6709.409939	6802.738402	6894.103438	6982.633691	7071.391314	7133.094065	7223.691578	7352.641165	7488.266470	7629.247958	7770.194842	7912.882230	8054.504844	8195.740349	8336.211826	8475.171540	8615.205601	8752.076897	8886.008665	9023.062873
42823529.400000	2151.808221	4907.663392	4953.115185	5077.403408	5366.866961	6103.631717	6302.238241	6486.471085	6812.693646	6919.617619	7024.672411	7123.050925	7217.949892	7311.817524	7404.391438	7468.325574	7564.181579	7698.528086	7841.604068	7987.687009	8136.738954	8285.029833	8433.856300	8581.804085	8728.217952	8874.844813	9020.301777	9165.135807	9305.250460	9448.844275
43352941.200000	2155.595125	5114.534714	5164.775177	5300.676488	5614.178194	6383.670266	6592.409527	6785.808174	7131.279422	7242.680696	7354.464833	7456.644543	7556.908360	7655.214527	7751.257687	7819.423677	7919.622069	8060.335638	8209.777503	8363.935429	8518.623444	8674.954957	8830.581739	8984.912818	9139.449771	9292.072463	9445.207449	9596.693671	9743.410334	9900.664722
43882352.900000	2159.384162	5325.615929	5381.391074	5531.314688	5868.550535	6674.731584	6893.984365	7097.601547	7462.794570	7581.331305	7697.718897	7805.464880	7910.757230	8012.943077	8115.253270	8185.839080	8290.579527	8438.375372	8595.358710	8755.747508	8919.191715	9082.455030	9244.835523	9407.844859	9568.997546	9728.936832	9889.832056	10068.601919	10285.865492	10508.406375
44411764.700000	2163.174276	5541.050585	5603.619874	5766.784348	6132.498631	6976.871282	7207.310416	7421.578751	7809.327722	7933.860890	8056.363357	8169.705654	8279.571714	8388.084171	8493.845154	8568.714158	8678.812145	8833.624574	8997.326143	9166.927472	9337.575204	9508.105960	9679.561404	9849.813271	10026.065993	10265.613456	10501.462553	10731.374320	10948.834102	11172.074346
44941176.500000	2166.965028	5756.882255	5827.271068	6008.507781	6405.291407	7291.687836	7533.461610	7758.212954	8170.582499	8301.613314	8430.800668	8549.587177	8665.728312	8778.714690	8891.015839	8968.487077	9084.355429	9246.117523	9419.153478	9596.330388	9774.801813	9954.500706	10190.378085	10441.627127	10687.117049	10927.238204	11163.597070	11393.962012	11611.803441	11835.743700
45470588.200000	2170.756388	5974.903908	6053.882764	6255.561676	6687.173069	7619.055135	7873.262933	8109.994905	8547.078664	8685.654525	8821.578585	8946.634117	9068.601936	9187.653424	9305.043078	9387.117289	9507.661516	9678.653909	9859.692663	10064.168970	10330.302973	10592.636905	10850.097765	11102.022709	11348.165607	11588.862548	11825.731436	12056.550116	12274.773509	12499.414445
46000000.000000	2174.548283	6190.523632	6281.455730	6507.262220	6978.196845	7958.307175	8225.603521	8474.780331	8940.223458	9086.582953	9229.275667	9361.598302	9489.043116	9614.922244	9737.748710	9824.180616	9951.349179	10184.980788	10451.824165	10721.082460	10988.274178	11251.508023	11509.763974	11762.416929	12009.213175	12250.479359	12487.859758	12719.138512	12937.744304	13163.086559
46529411.800000	2178.340591	6208.752481	6508.796748	6763.058477	7279.028168	8311.372708	8593.021381	8855.500554	9350.375319	9504.294981	9655.970429	9794.438881	9929.486973	10086.472221	10270.008911	10396.593379	10582.222833	10839.289741	11107.472624	11377.923133	11646.160183	11910.366841	12169.410755	12422.809690	12670.228054	12912.054046	13149.950285	13381.689030	13600.715784	13826.759968
47058823.500000	2182.133154	6208.752481	6733.503517	7021.197895	7589.227179	8678.119990	8974.107633	9250.596724	9758.616517	9941.512147	10142.516386	10348.167697	10545.421954	10735.572587	10920.632211	11048.129047	11234.975786	11493.596099	11763.084548	12034.760917	12304.043613	12569.153517	12829.055773	13083.157967	13331.219291	13573.628155	13812.040654	14044.238388	14263.688022	14490.434836
47588235.300000	2185.925983	6207.747990	6952.494473	7281.325890	7908.040957	9058.954121	9371.349894	9663.079590	10010.448121	10554.710913	10785.144844	10993.316610	11192.653206	11384.642031	11571.179153	11699.612884	11887.708582	12147.746936	12418.693711	12691.546402	12961.916368	13227.937937	13488.662062	13743.486428	13992.209528	14235.201696	14474.130990	14706.788032	14926.660996	15154.111091
48117647.100000	2189.719045	6208.186370	7162.214253	7540.987756	8235.314410	9454.487667	9783.490716	10127.160004	10561.952451	11193.494195	11427.441499	11638.341916	11839.833354	12033.510483	12221.560363	12350.928237	12540.268618	12801.892621	13074.173202	13348.268865	13619.700879	13886.720116	14148.233137	14403.813495	14653.188077	14896.741128	15136.193854	15369.322570	15589.634684	15817.303374
48647058.800000	2193.512288	6208.752486	7356.296016	7798.270447	8572.146165	9865.711544	10293.375638	10735.064435	11177.763212	11831.665163	12069.447017	12283.048707	12486.730874	12682.298051	12871.933765	13002.243104	13192.827214	13455.978622	13729.646055	14004.988530	14277.482832	14545.418952	14807.802288	15064.114839	15314.121259	15558.264386	15798.239633	16031.832660	16252.609082	16480.262937
49176470.600000	2197.305695	6208.752479	7513.736334	8050.865238	8916.686474	10400.442862	10891.855671	11341.993661	11792.844809	12469.484289	12711.246911	12927.672051	13133.584663	13330.925954	13522.067060	13653.362090	13845.263408	14109.960506	14385.088593	14661.643506	14935.255671	15204.115452	15467.348300	15724.376750	15975.053405	16219.787163	16460.285323	16694.343046	16915.584212	17143.223255
49705882.400000	2200.676247	6208.752488	7521.320586	8295.044801	9268.332126	10988.701083	11489.349714	11948.038085	12407.174302	13106.991034	13352.590233	13571.913210	13780.138959	13979.424312	14172.201253	14304.452024	14497.625254	14763.940007	15040.422784	15318.246074	15592.937294	15862.809606	16126.842581	16384.637164	16635.984532	16881.298266	17122.326723	17356.853716	17578.560003	17806.184201
50235294.100000	2202.991674	6208.752479	7517.475476	8527.705140	9627.712312	11575.799996	12085.850713	12553.202500	13020.777182	13743.775041	13993.783964	14216.104551	14426.651414	14627.802538	14822.141261	14955.422032	15149.954205	15417.796636	15695.754254	15974.845819	16250.616248	16521.429768	16786.334924	17044.891415	17296.870009	17542.770112	17784.327316	18019.332147	18241.536625	18469.146001
50764705.900000	2205.307195	6208.732463	7512.334720	8744.215922	9992.835705	12161.869260	12681.174813	13157.475681	13633.641351	14380.193289	14634.514060	14859.872161	15072.852578	15276.004259	15472.021916	15606.281789	15802.115152	16071.609289	16351.022181	16631.367763	16908.287664	17180.037017	17445.820175	17705.085778	17957.743369	18204.241333	18446.327750	18681.802765	18904.513892	19132.108517
51294117.600000	2207.622807	6208.752480	7517.506846	8940.494072	10467.249214	12746.915038	13275.456377	13760.846900	14245.754606	15016.230491	15274.977425	15503.560204	15719.007617	15924.123184	16121.771252	16257.099018	16454.274760	16725.397507	17006.212588	17287.848466	17565.864685	17838.641907	18105.236535	18365.278649	18618.615686	18865.711931	19108.328048	19344.273607	19567.491865	19795.071780
51823529.400000	2209.938492	6208.752481	7518.676669	9111.657980	10929.097323	13330.713204	13868.726992	14363.263235	14857.105045	15651.498283	15915.153288	16146.884836	16364.845318	16572.020159	16771.392122	16907.723434	17106.290712	17379.040099	17661.400252	17944.326355	18223.439136	18497.182384	18764.650956	19025.470029	19279.464133	19527.144078	19770.302773	20103.708872	20484.404118	20871.598056
52352941.200000	2212.254244	6208.752480	7516.483752	9255.114922	11373.627211	13913.502141	14460.983589	14964.633509	15467.680704	16138.909624	16554.836682	16790.040587	17010.625729	17219.869285	17420.944512	17558.348022	17758.245351	18032.680528	18316.489240	18600.712615	18881.007471	19155.699200	19424.063441	19685.611608	19990.460634	20411.349008	20825.333429	21228.571217	21611.376801	21999.019395
52882352.900000	2214.570063	6208.752481	7518.252547	9370.022894	11798.061694	14495.300004	15052.056525	15565.067463	16077.469515	16548.361382	17194.311233	17432.907708	17656.089117	17867.453492	18070.299323	18208.767234	18410.145509	18686.228946	18971.533380	19257.069588	19538.478504	19814.213623	20231.783149	20675.746093	21108.974385	21532.126773	21948.207176	22353.369421	22738.311314	23126.401379
53411764.700000	2216.885914	6208.752483	7521.321884	9458.939834	12202.388319	15076.045358	15642.060159	16164.556466	16686.460029	17165.517881	17833.286540	18075.499838	18301.476489	18515.021841	18719.648349	18859.151175	19061.890706	19339.696007	19626.574892	19944.430628	20420.054389	20887.383096	21344.855436	21791.576493	22227.279317	22652.738474	23070.932093	23478.022899	23865.207859	24253.744212
53941176.500000	2219.201813	6208.752484	7519.401193	9525.682544	12584.488929	15655.682951	16231.047645	16763.092336	17294.611638	17782.021696	18471.892569	18717.893874	18946.554237	19162.284662	19368.730333	19509.403144	19713.635028	20077.478796	20561.296508	21046.783988	21526.332560	21997.194947	22457.692634	22907.237903	23345.514819	23773.259748	24193.577844	24602.617365	24992.066454	25381.047907
54470588.200000	2221.517755	6208.752487	7518.224212	9529.803400	12944.129009	16234.379317	16819.020452	17360.636032	17901.859379	18397.861624	19110.245422	19359.888510	19591.528525	19809.552575	20117.251205	20353.623286	20697.691936	21170.140692	21659.034244	22148.935358	22632.438280	23106.693261	23570.419132	24022.735988	24463.527687	24893.617526	25316.071961	25727.060237	26118.887419	26508.312703
55000000.000000	2223.833734	6208.752482	7518.687098	9570.378305	13281.904012	16812.152010	17405.821208	17957.060711	18508.269288	19013.026055	19747.919108	20088.421198	20476.985643	20844.041182	21195.811960	21435.706551	21784.434140	22262.428232	22756.376826	23250.772255	23738.189518	24216.066332	24682.871356	25138.085252	25581.474362	26013.880524	26438.488303	26851.449589	27245.670842	27635.538846
55529411.800000	2226.149757	6208.752481	7520.745493	9664.565660	13599.136687	17388.934251	17991.560818	18552.508843	19113.830404	19627.504019	20715.513446	21144.510264	21541.935495	21916.059619	22273.681618	22517.200555	22870.705924	23354.362439	23853.345181	24352.289424	24843.781245	25325.163089	25795.223237	26253.247762	26699.200696	27133.982127	27560.749730	27975.680366	28372.416863	28762.726315
56058823.500000	2228.465800	6208.752480	7520.965461	9738.431462	13897.710665	17964.732638	18576.302309	19146.975334	19718.531833	20463.249164	21757.465797	22198.969925	22605.698033	22987.173446	23350.843971	23598.093821	23956.270839	24445.742353	24950.043412	25453.600757	25949.068328	26434.083455	26907.311601	27368.281981	27816.852878	28253.984963	28682.935106	29099.863681	29500.742169	29897.470202
56588235.300000	2230.781871	6208.569045	7519.133017	9809.388925	14181.290597	18539.678522	19160.053321	19740.456017	20584.128614	21438.691428	22796.952064	23251.721229	23668.228192	24057.354691	24427.281910	24678.241626	25041.324700	25536.703485	26046.283098	26554.488164	27054.121586	27542.782411	28019.273204	28483.105521	28934.293364	29373.828276	29804.961928	30277.846426	30834.009150	31375.939666
57117647.100000	2233.097963	6208.752485	7518.962312	9916.887163	14453.882394	19113.795199	19742.692442	20591.414935	21532.042663	22410.788298	23400.000189	24302.679289	24729.477294	25126.573893	25502.956957	25757.654265	26125.878903	26627.294767	27142.186596	27655.148439	28158.955534	28651.244057	29131.005575	29597.821724	30051.648482	30648.490974	31246.658274	31829.271810	32391.621506	32935.250332
57647058.800000	2235.414078	6208.752484	7525.605807	10010.791706	14719.505320	19687.098167	20570.284747	21509.271838	22475.930587	23379.468533	24239.773426	25351.751875	25789.393405	26194.799783	26577.670053	26836.420873	27209.870481	27717.349474	28237.810809	28755.513092	29263.461907	29759.540943	30301.881289	30946.722034	31575.502806	32189.411911	32792.828832	33380.291344	33949.025945	34494.346410
58176470.600000	2237.730223	6208.670505	7525.602395	10138.960944	14981.979176	20462.436197	21461.550974	22422.869842	23415.741505	24344.663490	25228.128542	26398.839147	26847.920951	27261.944475	27651.596615	27914.527434	28293.145169	28806.927119	29332.913587	29855.509885	30471.713504	31155.517991	31823.680771	32475.241328	33110.175347	33729.758486	34338.472446	34930.838471	35506.223572	36053.229261
58705882.400000	2240.046378	6208.752480	7541.704724	10265.231714	15244.713121	21317.112270	22349.071688	23332.270507	24351.341143	25306.155928	26213.552870	27443.832777	27905.000313	28327.917973	28724.715504	28991.941949	29375.887640	29896.116520	30550.981251	31269.785444	31976.960126	32669.057567	33344.728723	34003.176884	34644.326090	35269.634818	35883.690322	36480.998047	37062.303949	37611.900063
59235294.100000	2242.362550	6208.752482	7585.472300	10427.510259	15467.335228	22153.337383	23233.030394	24237.553090	25282.836144	26263.929226	27196.073849	28486.614797	28960.567515	29392.793454	29797.004476	30071.019539	30588.866336	31302.821750	32035.221897	32764.679414	33481.227893	34181.835785	34865.075725	35530.462088	36177.953609	36809.040332	37428.482350	38030.769820	38616.681127	39170.360021
59764705.900000	2244.678738	6208.832030	7679.059894	10591.344705	15709.947731	22970.209931	24113.625170	25138.815327	26210.223082	27218.034719	28175.462447	29527.056456	30014.553522	30582.455698	31136.335984	31509.376266	32045.873225	32773.526807	33518.197451	34258.521643	34984.602821	35693.847733	36384.752928	37057.091835	37710.958670	38347.924359	38972.779410	39580.059263	40170.609975	40801.824039
60294117.600000	2246.994941	6208.752484	7791.616003	10775.020969	15983.143980	23765.899205	24990.974049	26036.172508	27133.511414	28168.421740	29151.595798	30368.614923	31391.040057	32001.015709	32570.259324	32952.589562	33500.905907	34242.652546	34999.889685	35751.256954	36487.077007	37205.023135	37903.757050	38583.127398	39243.404448	39886.259524	40516.596634	41245.489318	41992.847044	42701.333030
60823529.400000	2249.311167	6209.583129	7912.758348	10982.572057	16283.448826	24540.904967	25859.030640	26929.757496	28052.724976	29115.046032	30138.106868	31273.188237	32784.760200	33415.588894	34001.389101	34393.199872	34953.917395	35710.169044	36480.279595	37242.855208	37988.642676	38715.353243	39422.073443	40108.566535	40801.904653	41612.397220	42409.106350	43184.867505	43940.596102	44657.481609
61352941.200000	2251.035971	6209.379937	8041.981596	11187.999669	16607.894150	25295.345174	26711.237764	27819.719376	28967.902310	30057.870962	31382.250780	32557.796897	34173.105807	34826.501849	35429.635108	35831.297024	36404.858597	37176.045296	37959.347378	38733.362160	39489.291709	40224.897161	41005.486544	41869.581069	42711.044852	43531.948087	44338.392591	45123.204528	45887.379574	46613.070186
61882352.900000	2252.509123	6211.951258	8178.566124	11412.897283	16931.903627	26027.883745	27546.723497	28706.222264	29879.097288	31242.070399	32619.446555	33835.126917	35555.936403	36233.607859	36854.611363	37266.806691	37853.678136	38640.249069	39437.072914	40222.765007	41065.082076	41988.984381	42889.430781	43765.961445	44618.832007	45450.264345	46266.546140	47060.496444	47833.194132	48568.103008
62411764.700000	2253.982277	6215.152370	8320.225995	11655.648295	17223.572761	26741.203020	28365.033172	29589.278178	30964.617747	32423.931185	33847.830325	35105.012439	36932.429366	37635.996242	38276.346126	38699.650082	39300.321935	40102.746480	40969.893358	41954.536723	42918.022513	43857.364348	44771.698483	45660.837824	46525.258078	47367.339571	48193.561588	48996.739114	49778.036624	50522.584218
62941176.500000	2255.455450	6234.148786	8468.414576	11899.648055	17539.841385	27434.989762	29166.004637	30562.387939	32093.490439	33596.336761	35067.866657	36367.519337	37880.724106	39034.141642	39694.847464	40129.744888	40761.766753	41765.308904	42782.939171	43787.765605	44768.783191	45723.838197	46652.276397	47554.200234	48430.315066	49283.167553	50119.434315	50931.928272	51734.899795	52633.222872
63470588.200000	2256.928633	6290.792920	8622.529228	12157.712934	17878.079803	28112.188462	29949.538895	31632.844056	33213.745390	34759.842461	36279.270496	37622.522483	38852.086119	40427.646836	41204.226587	41748.889693	42521.059242	43551.719880	44592.936197	45618.409219	46617.338594	47588.387558	48531.151109	49446.038370	50333.995100	51197.741654	52116.612355	53092.525127	54043.204043	54957.327911
64000000.000000	2258.401826	6404.989088	8783.203294	12430.500114	18234.144278	28774.824816	30836.280774	32674.169951	34326.413552	35914.443817	37481.775258	38869.729479	40139.191629	42051.934628	42913.542716	43478.442776	44275.338347	45334.358662	46399.833980	47446.271974	48463.663638	49450.993771	50408.308351	51336.341237	52342.247281	53378.406105	54395.894210	55385.843522	56349.648903	57280.382110
64529411.800000	2259.875016	6522.996896	8949.693990	12707.454076	18562.869044	29424.768364	31719.243620	33684.974631	35431.517284	37060.206399	38675.806659	40108.918252	41554.208398	43714.838450	44615.167870	45201.268281	46024.396850	47112.622725	48203.579088	49271.490812	50307.732289	51311.638031	52395.689786	53507.297373	54587.795418	55640.283736	56673.022945	57677.161367	58654.226743	59602.395065
65058823.500000	2261.348225	6642.548775	9120.768282	12993.333556	18911.475744	30065.861647	32575.386531	34667.329792	36529.573424	38197.782944	39861.075809	41453.108836	43052.224478	45163.571691	46308.612429	46917.427968	47767.845303	48886.854341	50003.825438	51094.027808	52235.167129	53435.724613	54601.087058	55732.347770	56830.791720	57899.818151	58947.987612	59966.469938	60956.930090	61920.906756
