#Entropy	P318.871868	P2477463190.000000	P10616202800.000000	P37130030300.000000	P131632621000.000000	P506485527000.000000	P639214903000.000000	P782079315000.000000	P952433604000.000000	P1141842300000.000000	P1358868850000.000000	P1586897850000.000000	P1835548490000.000000	P2104786810000.000000	P2396120650000.000000	P2614561580000.000000	P2962072790000.000000	P3499668870000.000000	P4134904600000.000000	P4858271530000.000000	P5663806720000.000000	P6549142300000.000000	P7512178540000.000000	P8551043990000.000000	P9664062550000.000000	P10851977700000.000000	P12122947400000.000000	P13464435400000.000000	P14875306900000.000000	P16354524000000.000000
65588235.300000	2262.821441	6763.119390	9296.334882	13291.997667	19292.829239	30787.488469	33408.545764	35621.086396	37611.585753	39326.940539	41095.028929	42877.308640	44536.907079	46143.725541	47992.488732	48625.793302	49505.823822	50657.025245	51825.204911	53127.157180	54390.795922	55615.895665	56803.359683	57954.578765	59071.220515	60156.996755	61220.777579	62253.760350	63285.967691	64409.929986
66117647.100000	2264.294664	6886.484231	9478.497412	13595.436856	19650.167782	31504.478570	34222.965429	36549.154172	38667.286846	40448.338549	42441.295349	44287.151198	46008.633621	47593.136895	49666.913430	50326.807239	51237.615064	52546.305248	53915.079954	55249.854543	56542.166143	57792.530074	59002.481655	60173.970131	61309.038495	62411.764150	63553.424267	64756.806203	65928.179307	67069.269695
66647058.800000	2265.767894	7009.905921	9667.669447	13905.153300	20097.490876	32218.097851	35023.021503	37454.472416	39697.369652	41689.684731	43773.379721	45682.722943	47467.168748	49109.210849	51331.157148	52074.774876	53166.748283	54589.241795	55998.330525	57367.642819	58689.461588	59965.503518	61198.261210	62390.303301	63612.412873	64895.733403	66154.217994	67377.341091	68567.171781	69725.601190
67176470.600000	2267.241119	7135.984508	9861.458925	14226.472022	20532.424765	32932.310817	35812.985542	38339.849451	40709.988366	42951.252056	45091.838416	47064.033237	48911.922815	50613.377130	53041.544424	54009.238037	55149.771094	56623.923351	58075.603623	59480.202062	60832.142816	62134.551739	63435.778351	64821.551078	66165.237978	67471.621047	68751.588137	69994.679998	71203.167797	72379.102915
67705882.400000	2268.714361	7263.439412	10076.510558	14550.415879	21028.654648	33650.266655	36596.193889	39208.077213	41802.424541	44193.729957	46396.687604	48430.956752	50343.467718	52161.145964	54162.843342	55927.902268	57121.181853	58649.996500	60146.117164	61587.511466	62970.568711	64469.657339	65931.141993	67344.832223	68713.891943	70043.620950	71345.408236	72608.760254	73836.156309	75039.659384
68235294.100000	2270.187608	7391.527241	10310.894292	14881.162776	21527.167515	34372.910897	37376.044449	40063.681190	42865.895365	45401.067004	47689.217907	49784.265295	51773.893905	53818.867968	55720.883114	57829.348926	59080.280765	60667.502998	62210.086949	63771.609842	65379.497667	66927.779298	68420.977638	69863.213994	71258.194678	72611.688404	73935.554789	75252.591570	76654.940338	78020.212529
68764705.900000	2271.660860	7525.201220	10565.009600	15222.949500	22062.176900	35103.238600	38156.296000	40931.812200	43902.478500	46574.684200	48970.250100	51124.357800	53334.488200	55457.704600	57432.991500	59283.262300	61026.282300	62676.080900	64421.247500	66144.379500	67794.995100	69380.159900	70905.841500	72377.132700	73798.421500	75203.310300	76714.895600	78182.445400	79608.857200	80996.713100
69294117.600000	2273.134107	7654.813429	10819.614876	15562.222790	22573.165149	35840.427504	38937.427483	41845.283971	44916.630485	47716.010748	50239.759950	52532.477704	54875.280776	57077.609836	59127.633777	60477.973392	62958.334188	64872.700919	66732.145322	68508.170222	70202.952276	71826.049789	73385.009568	74885.976483	76499.990021	78073.800071	79613.560428	81107.247968	82558.048437	83968.772159
69823529.400000	2274.607369	7790.583972	11083.776919	15912.336487	23117.931166	36586.586455	39722.922325	42753.579012	45913.549375	48829.702659	51494.670065	53977.788002	56396.899931	58678.656745	60804.937952	62205.237114	65083.736181	67102.944507	69031.941413	70863.297276	72603.870083	74266.038389	75965.046276	77678.850981	79334.232594	80938.809904	82507.193130	84027.392405	85502.898656	86936.763039
70352941.200000	2276.080634	7929.931899	11358.837575	16265.862495	23661.900218	37322.277027	40513.603959	43660.574358	46897.904043	49919.553134	52814.969151	55406.425771	57899.903693	60260.986437	62464.824712	63998.576464	67198.562138	69317.319509	71320.232522	73209.543400	75002.748967	76900.050051	78720.637994	80472.527599	82162.238141	83798.143500	85395.518214	86942.551207	88562.806646	90180.060409
70882352.900000	2277.553897	8067.391329	11636.842263	16623.711509	24217.625139	38023.906031	41360.856909	44569.354329	47874.006279	50989.646767	54110.327940	56819.593685	59384.802715	61824.826063	64202.552763	65854.384238	68609.986852	71514.960057	73596.582216	75611.643889	77655.817998	79603.754273	81468.328428	83259.161357	84983.864512	86651.649826	88378.732743	90123.093546	91816.207126	93461.677672
71411764.700000	2279.027150	8211.413263	11919.891343	16989.005865	24787.815728	38759.124436	42229.647054	45480.819093	48845.036145	52070.798490	55371.071206	58218.481380	60852.383875	63395.967955	65973.029746	67687.442891	70095.378032	73694.894310	75955.993579	78191.602883	80298.129462	82298.413530	84208.217109	86038.928218	87847.367732	89727.360664	91562.672365	93339.879261	95063.545273	96737.597449
71941176.500000	2280.500414	8360.720344	12216.684587	17354.191601	25354.576734	39565.770566	43108.020505	46398.142034	49813.776037	53184.973429	56602.338800	59590.757660	62303.579721	65050.716329	67719.806007	69497.976684	71995.715745	75945.420329	78440.901568	80757.900400	82929.443500	84983.881904	86940.214439	88963.252358	90948.971358	92868.108540	94739.592631	96550.102948	98304.725939	100007.721906
72470588.200000	2281.973679	8506.443879	12507.496140	17729.173915	25946.733715	40391.247333	43995.683447	47321.976518	50783.293212	54288.538048	57809.459077	60927.767110	63790.985409	66682.700315	69443.483673	71286.102061	73875.239442	78293.208406	80906.760361	83310.097637	85549.506324	87691.905154	89899.351604	92012.297818	94042.016044	96001.022844	97909.181954	99753.556664	101662.211664	103564.677870
73000000.000000	2283.446945	8659.799696	12813.304382	18101.486944	26523.954975	41218.614416	44852.477770	48252.464987	51763.514927	55386.066344	58997.675288	62233.036260	65320.121539	68293.290976	71144.717739	73052.016561	75796.342165	80611.319864	83352.556169	85847.722590	88237.457206	90622.548145	92888.166217	95051.703762	97126.421392	99126.085977	101147.575658	103207.950466	105203.964343	107140.712806
73529411.800000	2284.920213	8821.600656	13117.271235	18484.394507	27124.636510	42086.497802	45687.502696	49190.920220	52799.631296	56481.126564	60171.938290	63541.053225	66830.402335	69883.727533	72824.078971	74796.371726	77778.319455	82124.747145	85777.780227	88466.639523	91084.430808	93540.383414	95866.006527	98081.474339	100203.746412	102429.340437	104603.918027	106704.552542	108737.842968	110709.339399
74058823.500000	2286.393474	8983.215431	13433.090235	18863.815893	27721.982915	43041.759751	46565.072294	50137.529491	53845.165052	57575.734391	61336.275631	64878.592022	68303.470521	71455.241392	74482.253130	76633.371447	79734.432310	83786.415842	88248.534633	91205.801768	93915.406587	96445.155370	98832.709266	101163.134410	103548.975420	105831.918315	108051.139370	110192.698515	112263.821933	114298.026814
74588235.300000	2287.866746	9148.221472	13746.481647	19253.137388	28330.244179	43906.248843	47475.851089	51092.433319	54897.232291	58673.566146	62493.901770	66195.389972	69741.787543	73009.179442	76187.876278	78455.671342	81664.594071	85860.460001	90800.047667	93923.015899	96729.664899	99336.595031	101863.574356	104383.398418	106876.449433	109224.495462	111489.190137	113672.353129	115858.836570	118053.536764
75117647.100000	2289.340019	9322.740921	14074.397728	19639.843603	28945.579210	44778.530730	48425.918628	52079.277036	55958.020827	59775.128844	63679.343891	67497.240105	71151.225187	74546.985298	77881.573034	80234.349857	83569.133402	87920.282125	93295.963910	96618.080834	99527.145602	102253.588263	104935.884291	107569.316688	110169.010550	112606.997933	114906.667920	117187.480096	119486.745159	121776.458502
75647058.800000	2290.813296	9507.707555	14393.949723	20076.659958	29561.758300	45682.992171	49418.247029	53060.282902	57027.664109	60882.088375	64885.569159	68789.323187	72537.567935	76083.399537	79535.197085	81964.122866	85449.105809	89957.013831	95674.495022	99288.805939	102276.820922	105148.004885	107971.179653	110720.753825	113429.313747	115894.179905	118269.270705	120664.694336	123079.910441	125466.896647
76176470.600000	2292.286564	9692.115673	14728.908260	20568.169451	30204.264779	46616.903697	50414.857657	54046.695227	58106.225981	61995.610156	66083.827012	70075.364025	73905.842460	77572.317534	81150.931339	83653.116860	87302.743026	91934.349485	97235.985264	101809.430726	104967.029104	107995.080866	110967.313290	113834.773089	116518.452404	119096.673241	121590.547518	124101.689137	126630.429475	129076.631339
76705882.400000	2293.759843	9898.730180	15060.166238	21073.916824	30879.461596	47577.836026	51415.142772	55037.746934	59193.754534	63118.072188	67275.602431	71329.598138	75253.040546	79010.592937	82731.407579	85303.266603	89031.665200	93853.675179	98917.099253	104228.764493	107604.383736	110794.926577	113911.162491	116788.996465	119562.722881	122256.615854	124870.591846	127498.649929	130071.318775	132548.505533
77235294.100000	2295.233125	10118.453199	15397.223886	21577.763694	31581.070408	48526.247194	52415.141323	56066.320429	60290.330700	64255.731145	68463.159511	72567.906389	76552.758761	80405.470018	84268.930083	86916.636963	90668.258861	95716.955548	100961.935632	106603.080643	110187.920909	113547.210198	116721.908131	119713.292435	122581.403827	125370.067608	128109.770939	130813.246117	133443.602088	135997.092067
77764705.900000	2296.706408	10356.548923	15747.150587	22090.272689	32269.535479	49439.830413	53397.709192	57132.057634	61342.838080	65389.837664	69646.955343	73798.140358	77828.163101	81763.564671	85745.558650	88438.661076	92270.697532	97525.859032	102892.504703	108928.871020	112716.743406	116221.360624	119506.807264	122609.023078	125574.317709	128459.163150	131322.350322	134098.666011	136797.068865	139422.371920
78294117.600000	2298.179684	10617.568842	16084.191891	22606.631376	32981.287557	50382.506077	54386.715514	58216.472542	62357.610911	66519.573625	70818.502442	75014.568651	79077.116974	83090.725754	87175.852444	89910.658629	93840.850802	99282.136686	104788.007502	111063.783184	115202.819191	118860.952424	122265.361635	125476.082950	128551.375039	131570.533507	134513.754952	137364.136976	140131.674893	142824.552254
78823529.400000	2299.652971	10855.138753	16432.948549	23125.853077	33678.080270	51352.954700	55403.106422	59322.863735	63381.743212	67645.105821	71984.363787	76182.010236	80289.506439	84391.581495	88523.679327	91332.489568	95380.503912	100980.581315	106648.525983	112543.998045	117655.644448	121467.654397	124996.430171	128320.920534	131550.171192	134658.264348	137683.529487	140609.475854	143458.919588	146286.753467
79352941.200000	2301.027145	11122.282769	16792.746742	23651.025456	34396.033772	52334.503314	56434.930013	60458.512148	64441.685882	68766.612945	73145.654357	77344.085580	81494.211648	85670.102208	89843.215570	92721.813527	96891.541104	102632.478305	108474.960811	114116.378564	120065.572953	124042.379219	127700.485886	131192.747830	134523.843702	137722.834673	140831.562080	143853.260289	146830.765163	149730.967090
79882352.900000	2302.371018	11407.217307	17140.042832	24177.480182	35102.462098	53288.137997	57480.920869	61493.322105	65533.323768	69884.297530	74302.208241	78505.378729	82695.560016	86929.872399	91145.681163	94086.080704	98375.924268	104253.805760	110268.567708	116096.091925	122431.965302	126582.283357	130416.975786	134035.738719	137471.445404	140764.177027	143977.338730	147124.564311	150180.280497	153153.845348
80411764.700000	2303.714893	11707.725823	17495.809189	24708.286673	35824.590619	54235.923905	58471.388447	62486.514344	66630.143366	70927.881777	75439.003634	79658.162677	83894.456788	88166.517947	92435.846942	95430.146993	99831.629586	105846.093460	112030.234935	118039.205158	124752.688848	129101.241460	133106.173148	136849.688947	140393.114039	143795.125050	147139.036537	150371.790372	153506.898382	156554.853180
80941176.500000	2305.058759	11962.034183	17861.288760	25243.134726	36540.531846	55192.665441	59458.626744	63488.323696	67722.631818	71986.715613	76558.008937	80812.394169	85091.588845	89394.966631	93717.249124	96758.101997	101250.173883	107410.973242	113760.756642	119947.305753	126758.910036	131597.372783	135760.163044	139633.839040	143293.461910	146836.077184	150274.941843	153594.882231	156810.889308	159954.102970
81470588.200000	2306.402636	12230.630918	18226.239860	25776.793411	37265.100429	56159.237744	60456.710812	64528.171072	68824.636512	73044.827052	77680.802431	81969.349958	86287.478410	90622.699926	94991.950365	98074.889842	102641.939474	108950.173027	115455.341794	121821.159806	128274.362337	134049.742938	138379.738724	142388.377273	146198.956342	149848.772361	153385.205155	156794.180099	160111.590648	163362.584221
82000000.000000	2307.746514	12514.324070	18584.947758	26321.940744	37990.126467	57106.636343	61452.674895	65569.398858	69941.721101	74109.121775	78806.098555	83129.246101	87481.924273	91850.529383	96262.466527	99381.911050	104013.902098	110465.501311	117117.907938	123661.018742	129906.713200	136457.524262	140963.022912	145132.193806	149073.816168	152833.536200	156469.196376	159983.562472	163412.306830	166746.194730
82529411.800000	2309.090393	12811.365585	18952.408313	26855.970489	38714.328328	58039.683884	62475.360344	66619.403695	70992.552698	75195.681753	79914.693187	84292.355751	88674.317023	93079.059634	97530.736023	100680.112760	105369.828618	111958.835158	118750.602764	125468.525092	131883.501827	138819.007180	143512.322488	147846.228457	151917.023667	155789.733202	159535.321049	163168.464919	166686.985788	170104.612840
83058823.500000	2310.434272	13120.267079	19330.124653	27402.790187	39446.780591	58980.803351	63447.173192	67636.140441	72013.204871	76302.139593	80969.082104	85457.595824	89869.198579	94308.743061	98797.798019	101967.227868	106714.163458	113428.391807	120355.220266	127244.756233	133825.373249	141132.274113	146030.511072	150524.606387	154728.637681	158717.965138	162592.419192	166324.878944	169935.090331	173438.192281
83588235.300000	2311.778151	13439.753660	19704.839904	27946.375085	40157.663586	59929.371136	64397.683784	68619.404267	73049.203184	77427.078640	82045.098065	86625.173116	91066.823510	95539.930122	100064.403537	103251.449234	108049.830650	114858.677440	121933.411967	128981.107811	135733.153337	142947.425047	148504.555430	153165.282886	157508.214758	161633.217156	165619.908647	169453.755280	173157.081287	176753.331422
84117647.100000	2313.122020	13736.463058	20109.893354	28490.291167	40871.184800	60855.278595	65368.339329	69620.480206	74097.337406	78572.408728	83142.317177	87793.827289	92267.447201	96772.915619	101322.500580	104534.708061	109379.661592	116265.220517	123486.312688	130679.069144	137607.732728	144467.918620	150932.774624	155769.065885	160255.767794	164516.259229	168617.015832	172554.186530	176345.194461	180041.226540
84647058.800000	2314.465899	14012.740244	20513.409886	29044.982220	41550.585146	61770.423184	66351.987559	70638.130959	75164.060602	79734.443681	84252.997940	88960.802247	93469.138482	98007.980273	102580.197509	105817.778578	110704.683985	117656.007286	125015.906878	132347.194658	139449.812066	146202.195118	153314.553165	158334.945800	162958.318581	167365.420863	171583.879798	175620.910910	179481.197494	183288.120107
85176470.600000	2315.809776	14300.255851	20944.041145	29588.932426	42234.648991	62692.571051	67341.422425	71670.959106	76247.598672	80855.305858	85381.167422	90074.041947	94673.814118	99245.428729	103839.662174	107101.251121	112027.340238	119035.006946	126524.130869	133986.964648	141260.788198	148164.614630	155648.423343	160819.183718	165610.994616	170181.641045	174520.433884	178596.311259	182575.388825	186494.868264
85705882.400000	2317.153652	14597.857141	21367.739842	30129.785952	42916.139295	63630.807940	68287.030027	72718.701285	77349.470210	81910.402434	86530.390610	91172.145976	95880.538261	100482.985463	105100.674553	108385.582203	113348.630847	120405.405697	128011.374517	135599.932523	143038.107700	150073.870881	157902.127143	163241.915529	168213.797174	172964.193725	177350.491987	181527.962755	185627.410164	189661.216841
86235294.100000	2318.497528	14904.543740	21779.512585	30674.770912	43593.083760	64537.403497	69248.047356	73705.516249	78388.813764	82983.468923	87698.638432	92292.559353	97088.854020	101712.695142	106363.321464	109671.143369	114658.133505	121769.826970	129437.257928	137187.725043	144727.926171	151938.288440	159454.496366	165608.124937	170766.853998	175675.413257	180108.140457	184416.407540	188638.143584	192787.488671
86764705.900000	2319.841402	15219.443325	22200.725590	31195.240874	44278.105349	65445.297297	70223.429021	74699.565264	79419.487988	84073.336262	88884.134147	93433.198472	98298.870676	102945.308918	107628.105051	110958.261031	115961.190043	123129.354915	130837.929350	138751.863740	146377.711034	153760.515660	160931.355657	167917.059134	173268.976387	178250.229499	182819.649663	187260.920608	191607.057373	195860.028923
87294117.600000	2321.185265	15541.791857	22630.442971	31722.426369	44946.913825	66367.186177	71212.222008	75709.836509	80466.734163	85172.588306	90083.936734	94591.508715	99506.719753	104179.279965	108895.352072	112247.258227	117257.912981	124486.357181	132218.259072	140292.980281	147990.095870	155542.089357	162693.891574	170167.002399	175719.876680	180814.151843	185485.350604	190062.455128	194577.008044	198926.952549
87823529.400000	2322.529138	15870.917088	23067.683643	32254.226166	45624.559287	67293.349367	72165.157114	76735.046680	81529.524008	86291.150375	91298.544688	95758.089731	100620.146420	105415.193326	110163.414252	113536.559125	118549.361569	125841.832810	133582.152213	141785.295862	149566.435597	157284.490778	164574.094609	172357.562124	178141.428435	183367.238575	188108.127826	192823.428955	197572.203118	201991.534148
88352941.200000	2323.873038	16206.225387	23473.765876	32769.038924	46296.530048	68191.331842	73120.975148	77772.403130	82606.868406	87427.722692	92381.643471	96942.040892	101749.443911	106652.363902	111433.617475	114799.245857	119836.408139	127196.574363	134931.567417	143231.659258	151108.797319	158989.145745	166422.603347	174192.358431	180547.400908	185910.234261	190762.116303	195744.204734	200568.548855	205054.125215
88882352.900000	2325.216952	16547.190498	23887.426534	33290.153710	46963.739927	69102.304504	74086.159214	78753.155416	83697.641937	88571.530355	93483.262583	98146.867381	102902.907323	107891.630009	112705.124615	116049.269189	121119.404769	128525.066540	136269.307588	144625.063149	152619.123468	160679.934555	168267.430763	175710.334722	182936.013986	188442.457288	193451.902818	198689.114102	203582.202365	208113.532575
89411764.700000	2326.560863	16864.960363	24307.975082	33817.038969	47638.887521	70025.415855	75066.996056	79748.742433	84729.929761	89621.185383	94601.020588	99370.738712	104078.417916	109130.544533	113968.083597	117294.882010	122398.228797	129822.780125	137596.944011	146023.044628	154099.102445	162373.886504	170109.526788	177300.329102	185312.761734	190963.004374	196376.831977	201644.741338	206607.448717	211171.601314
89941176.500000	2327.904771	17151.411500	24734.802339	34324.869822	48299.630309	70931.339602	76016.798300	80758.229331	85766.630533	90691.765307	95734.338263	100612.032928	105274.097585	110322.170077	115189.834805	118536.270524	123672.578228	131122.667721	138915.747122	147431.926634	155641.884088	164083.317931	171949.908106	179415.178314	187701.355721	193519.360395	199276.483418	204611.425482	209643.195021	214437.245443
90470588.200000	2329.248668	17444.659359	25167.368893	34834.959687	48963.565833	71831.804480	76961.850506	81780.748972	86805.033823	91772.874772	96867.533155	101834.689892	106467.720242	111484.354456	116404.407068	119773.526399	124943.577153	132425.912203	140226.736208	148854.371615	157182.537747	165805.992659	173789.663629	181582.739597	190042.803172	196237.394724	202151.289821	207610.875087	212737.824656	217745.794094
91000000.000000	2330.592572	17744.134558	25588.406692	35350.687273	49634.930420	72743.289030	77919.059387	82789.141912	87865.345337	92866.625664	98021.034376	102932.359344	107638.454127	112603.067512	117630.404149	121006.478059	126209.793887	133748.209790	141530.732314	150293.399343	158736.025057	167543.929452	175653.955595	183734.857512	191881.306604	198924.173158	205001.188226	210594.245592	215917.014080	221046.158122
91529411.800000	2331.936476	18049.329627	25992.738168	35865.550662	50288.841951	73663.180231	78888.940484	83774.409844	88925.725767	93972.396061	99202.472866	104034.892048	108823.519440	113729.256890	118873.508026	122234.625680	127472.719036	135086.866016	142852.097376	151771.659968	160412.367651	169295.669949	177634.235330	185872.282997	193761.635550	201578.297774	207825.905813	213579.723691	219060.192728	224313.158054
92058823.500000	2333.280377	18359.790895	26402.438436	36364.358155	50947.682175	74550.430135	79830.171015	84771.881788	89950.030863	95089.234873	100381.244021	105164.736617	110030.827931	114880.894775	120128.560236	123458.970677	128769.073181	136445.115733	144372.807986	153281.357770	162090.874429	171066.315138	179618.281369	187995.824580	195847.900983	204218.358129	210623.605699	216545.468620	222166.900482	227546.893801
92588235.300000	2334.624278	18675.111340	26817.077336	36868.413485	51614.726997	75442.917037	80771.796840	85773.905148	90958.152557	96147.832079	101414.897356	106293.278768	111258.609252	116055.956946	121247.007482	124718.233548	130122.111747	137823.273175	145944.062190	154821.182851	163774.254629	172870.234350	181609.537046	190105.965288	198115.340638	206813.892475	213386.366317	219472.014620	225237.847165	230746.346551
93117647.100000	2335.968168	18972.463992	27236.269372	37377.335788	52249.170674	76343.066950	81725.127300	86799.417482	91972.047014	97199.071035	102484.592742	107433.726641	112505.278394	117252.629016	122389.579383	126011.066190	131497.724230	139217.764568	147527.971546	156392.356106	165462.931852	174675.888062	183577.643917	192203.068549	200354.362138	208931.107538	216102.264953	222359.287979	228273.110188	233891.948597
93647058.800000	2337.312066	19279.906877	27659.668212	37889.134057	52893.305909	77224.966413	82689.467015	87747.527126	92993.543538	98257.013038	103587.122070	108592.665035	113706.039242	118490.715559	123563.531727	127314.775090	132905.224236	140639.597392	149124.832696	157996.086999	167159.501295	176474.852050	185523.014734	194269.943099	202565.934156	210914.183365	218773.357719	225206.238471	231271.720140	236991.242839
94176470.600000	2338.655964	19597.162122	28086.961939	38380.199767	53544.077400	78098.538055	83616.810584	88710.694057	94022.194014	99320.631558	104722.047078	109771.044038	114933.227002	119877.894424	124906.138441	128676.295383	134340.845711	142107.869072	150733.428686	159652.291409	168870.272151	178258.163752	187446.885353	196303.686235	204751.071281	212874.111303	221399.062064	228013.082815	234203.279619	240054.613224
94705882.400000	2339.999861	19922.816752	28512.744907	38875.649891	54174.028446	78980.215903	84548.004319	89693.693966	95025.845444	100394.600120	105887.329297	110933.217389	116140.909217	121303.487476	126336.018623	130109.390037	135814.448499	143653.888306	152353.840424	161331.338490	170599.481142	180022.334627	189351.203747	198314.096209	206910.840013	215136.927051	223977.767577	230780.198075	237089.168714	243081.264011
95235294.100000	2341.343758	20255.716527	28907.297309	39375.187693	54812.444972	79863.960610	85487.021428	90697.230795	96014.117500	101527.285563	107081.448763	112064.828098	117330.998903	122727.416891	127763.994070	131540.399184	137338.602060	145267.940726	153987.737366	163012.827661	172330.070225	181778.763207	191235.477464	200300.806634	209045.411845	217372.821332	226233.342271	233479.776003	239936.428993	246072.278936
95764705.900000	2342.687654	20589.658957	29305.683910	39874.696104	55458.778235	80723.771059	86434.543719	91670.484120	97008.967794	102602.163368	108227.745855	113280.999841	118564.903924	124149.818518	129190.220654	132969.493704	138880.524616	146885.858373	155631.830240	164697.407855	174061.913974	183531.303286	193098.384107	202266.369307	211156.127404	219582.400804	228232.619478	236118.369576	242743.896540	249027.849176
96294117.600000	2344.031539	20902.674543	29675.557279	40378.551595	56087.257534	81590.922104	87352.836859	92649.882523	98022.947732	103678.452503	109346.772489	114606.859101	119935.137519	125463.269532	130614.838807	134396.826535	140413.478870	148505.889075	157288.955843	166385.364293	175786.151417	185282.152874	194907.245522	204211.327254	213210.990580	221766.436164	230217.334268	238713.540326	245512.346806	251946.808178
96823529.400000	2345.375434	21218.387458	30042.958653	40837.111844	56720.086193	82464.987748	88278.887579	93654.076887	99027.868811	104829.166632	110503.298490	115878.781714	121361.473175	126779.307042	132067.678840	135842.607025	141848.028542	150127.566632	158950.777178	168076.992240	177487.675301	187032.585887	196698.470566	206136.322447	215229.614239	223926.318180	232390.099624	241265.127003	248242.165625	254805.330700
97352941.200000	2346.719328	21536.580208	30431.603584	41306.889469	57360.125601	83323.494927	89247.140708	94681.808778	100064.623551	106025.886625	111742.800759	117185.751297	122839.283642	128228.671702	133649.041734	137381.939726	143320.496652	151752.200165	160598.756367	169770.007231	179191.960184	188783.426565	198473.222162	208042.614088	217226.160407	226063.175126	234613.827889	243606.039966	250932.134292	257601.454710
97882352.900000	2348.063222	21857.058150	30829.888301	41779.780854	57992.093710	84176.122966	90234.228577	95687.520386	101245.341590	107266.578568	113009.960155	118598.546935	124305.442524	129689.740363	135254.842619	138947.769082	144822.736487	153378.649952	162246.246543	171466.774318	180899.267605	190535.327899	200237.748156	209931.700161	219202.841711	228176.775009	236812.903042	245610.384990	253577.167476	260359.266153
98411764.700000	2349.407116	22133.107061	31198.519445	42253.918286	58617.710050	85035.059847	91196.075536	96688.808208	102381.433777	108422.795198	114231.074768	120038.244939	125669.216409	131161.519695	136883.328774	140538.194735	146352.612815	155005.094340	163897.294838	173165.476729	182609.243034	192288.814405	201999.934366	211797.391508	221158.374984	230268.730686	238988.369242	247600.852984	256134.949086	263078.752016
98941176.500000	2355.721324	22362.973674	31570.748655	42724.586595	59249.964013	85899.483836	92196.140511	97715.623999	103621.113303	109613.179736	115606.765841	121413.868283	127068.349590	132654.845650	138394.169074	142151.493878	147908.190073	156633.268376	165549.322877	174867.106693	184321.274243	194019.810765	203761.565416	213609.951407	223095.917824	232327.004978	241140.813780	249676.668751	258648.576474	265760.943604
99470588.200000	2365.899652	22602.858202	31946.324144	43175.381051	59888.469414	86756.848243	93232.671484	98784.905402	104859.089568	110850.766356	116938.616312	122777.319199	128496.818216	134172.780994	139869.202596	143786.101145	149487.709135	158260.994192	167202.710025	176545.089553	186036.706917	195737.881046	205523.474051	215403.586818	225014.762033	234324.294666	243270.337661	251937.610634	261036.479088	268404.829912
100000000.000000	2376.077990	22851.755229	32278.707736	43631.864812	60508.131572	87711.239540	94253.777189	99814.719827	106071.638509	112153.098628	118289.264628	124164.381175	129945.753945	135702.853114	141340.062022	145417.298271	151059.063664	159786.813655	168858.245184	178217.413860	187754.064661	197457.834000	207286.322622	217182.167558	226916.225425	236302.308080	245379.285877	254156.095484	263035.868543	271010.591055
121951220.000000	2828.920500	31977.775452	47637.829989	66058.487882	91987.536422	131523.455869	140016.754755	147743.911808	155893.020921	163597.887410	171460.764166	178819.312509	185913.407210	192993.178836	199904.439883	204679.638373	211825.112572	221749.936939	232231.844388	242896.961211	253551.716153	263997.647045	274741.829372	285812.070368	296073.820162	306796.426420	317528.507318	327844.244612	338259.110427	349028.933590
143902439.000000	5727.584247	28204.759283	67359.116881	91040.192987	122066.340239	168503.913226	178387.540610	187891.863721	197565.718255	207031.710287	216613.772770	225478.799504	234307.328065	242949.953217	251370.759504	257221.369328	265988.638361	278167.457458	290930.439846	303938.400667	316900.816311	329736.821609	342346.452036	354802.136886	366765.641591	379146.978227	390333.978003	402119.528103	414412.564218	425876.053242
165853659.000000	8748.237812	26963.260470	86801.625004	112457.546270	150213.859611	206921.274023	218919.951845	230006.245492	241277.195809	252312.909868	263291.308736	273654.235663	284103.837612	293962.303496	303393.783413	310548.805259	321003.732649	335136.934210	349719.542768	364950.032326	379800.593318	394686.249614	409003.681343	423217.638638	437142.511622	450727.253174	464352.954726	477439.584449	490318.208374	502872.260506
187804878.000000	11164.790550	26570.391088	77179.493155	135355.665584	180015.790946	245304.664923	259286.856401	271960.364415	285006.748316	297587.550071	310237.498714	322014.983880	333543.518769	344717.143047	355782.340874	363444.170582	374611.364999	390287.707614	406284.886798	423192.642745	439089.249951	454371.307373	470369.462234	485837.437520	500114.548717	514353.556149	528984.703536	542811.656216	556096.764457	569260.089867
209756098.000000	14878.493735	28185.370462	71899.932632	158303.947595	210285.434459	283397.233105	298386.232657	312110.264309	326795.859384	339558.582748	353030.742614	365685.985042	377469.962473	389127.841394	400621.592229	408439.929879	420089.255492	436635.148768	453108.523986	470164.582967	489667.494360	508144.056829	523106.933658	540317.852662	562892.384962	581743.658982	598541.988004	616486.582865	634995.094494	653572.162266
231707317.000000	18592.201191	30358.593336	69012.493233	185156.343717	239130.377659	316150.792312	331725.672844	345896.074138	360655.521107	375457.403246	388676.480508	404878.334135	420608.763137	433279.229491	448551.205163	460196.777816	476878.866171	499532.053500	524333.370253	547594.987795	570628.111304	593965.469623	615954.117325	637269.550947	658615.293208	679537.426602	699810.441440	719454.861133	738479.003904	757132.223854
253658537.000000	23015.195909	33509.056628	67982.550012	180287.931522	264990.794999	349953.776120	371551.567657	392739.031857	414411.930899	435341.934526	455181.869261	473754.817348	491704.019654	508976.934428	526152.661266	538016.797062	554933.357372	578572.109327	603329.299381	628274.881044	653063.868919	677359.644936	701558.176957	725128.227162	747964.734281	770328.439514	792289.636834	814811.571966	837437.860052	859363.356397
