#Entropy	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P1.0	P592.214736	P2476.11017	P6786.5733	P181376.286	P515870.588	P8695757.76	P43221585.1	P69320773.8	P91063362.5	P108249825.0	P123349852.0	P136854545.0	P148136840.0	P157820894.0	P166391109.0	P176189408.0	P186162648.0	P197790198.0	P199948351.0	P201785563.0	P203349968.0	P204692517.0	P205872635.0	P206914016.0	P207847240.0	P208670336.0	P209416424.0	P210096186.0	P210696880.0	P211259047.0	P211772101.0	P212240489.0	P212674086.0	P213072291.0	P213446133.0	P213800335.0	P214122738.0	P9532865950.0	P4539.8397	P13750.1314	P315179.357	P1471107.76	P4429797.68	P415655850.0	P1801408940.0	P3896841230.0	P6680499570.0	P3262.88793	P14836.0705	P58390.8118	P3708221.56	P14382323.9	P456973067.0	P5657847640.0	P12294.3216	P57841.1505	P174620.814	P9704329.33	P32379609.8	P1225662790.0	P21077.8354	P109935.54	P375299.604	P16927883.5	P62536934.7	P2499577220.0	P107552.916	P357106.395	P10810525.0	P60096621.4	P205810131.0	P63168.1582	P302119.422	P973311.245	P47225610.6	P176859119.0	P7340193390.0	P237439.699	P799594.024	P26483945.8	P150472191.0	P519611081.0	P10459150.1	P33989455.9	P980313983.0	P5325217530.0	P276793294.0	P1198422210.0	*P973311.245
2750000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	141.714575091	141.71457538	141.71457604	141.714602811	141.714654102	141.715908378	141.721202453	141.725204415	141.728538351	141.731173666	141.733489053	141.735559818	141.737289807	141.738774727	141.740088855	141.741591294	141.743120557	141.744903487	141.74523441	141.745516122	141.745756003	141.745961865	141.74614282	141.746302502	141.7464456	141.74657181	141.746686213	141.746790446	141.746882554	141.746968755	141.747047425	141.747119246	141.747185732	141.747246791	141.747304115	141.747358427	141.747407864	143.134136377	141.714575696	141.714577108	141.714623328	141.714800575	141.71525425	141.778310276	141.990797015	142.305931063	142.714985449	141.7145755	141.714577275	141.714583953	141.715143606	141.716780337	141.78464572	142.564708293	141.714576885	141.714583869	141.714601776	141.716063029	141.719539981	141.902514028	141.714578232	141.714591857	141.714632547	141.717170665	141.724164204	142.097851801	141.714591492	141.714629757	141.71623265	141.723790015	141.746133236	141.714584686	141.714621326	141.714724244	141.721816417	141.741693985	142.811926458	141.714611408	141.714697607	141.718635959	141.737647902	141.794250423	141.716178771	141.719786829	141.864893064	142.515828801	141.757017557	141.898337049	141.714724244
3000000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	151.37349909	151.373499379	151.373500038	151.373526756	151.373577944	151.374829715	151.380113216	151.384107184	151.387434461	151.390064512	151.392375275	151.394441903	151.396168437	151.397650392	151.398961895	151.400461333	151.401987541	151.40376691	151.404097173	151.404378322	151.404617724	151.404823174	151.405003768	151.405163131	151.405305943	151.405431902	151.405546076	151.4056501	151.405742024	151.405828053	151.405906566	151.405978243	151.406044597	151.406105534	151.406162744	151.406216947	151.406266285	152.795606884	151.373499695	151.373501104	151.373547232	151.373724124	151.374176893	151.437106974	151.649169302	151.967571837	152.376542127	151.373499499	151.37350127	151.373507935	151.37406647	151.375699932	151.443429764	152.226295866	151.373500881	151.373507851	151.373525722	151.374984057	151.378454064	151.561062647	151.373502225	151.373515823	151.373556432	151.37608948	151.383069051	151.756010262	151.373515459	151.373553648	151.375153339	151.382695609	151.404994203	151.373508666	151.373545233	151.373647946	151.380725953	151.400563819	152.473463207	151.373535335	151.373621362	151.377551848	151.396525817	151.453015283	151.375099568	151.378700419	151.523516825	152.177426424	151.415856784	151.556894011	151.373647946
3250000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	161.03242309	161.032423378	161.032424037	161.032450716	161.032501831	161.03375182	161.039027796	161.043016076	161.046338614	161.04896492	161.051272392	161.053336077	161.055060152	161.056539996	161.057849631	161.059346933	161.060870968	161.062647803	161.062977595	161.063258344	161.063497405	161.063702563	161.063882899	161.064042035	161.064184644	161.064310423	161.064424435	161.064528311	161.064620104	161.06470601	161.064784411	161.064855987	161.064922246	161.064983096	161.065040224	161.065094351	161.065143618	162.457112617	161.032423694	161.032425101	161.032471163	161.032647803	161.033099928	161.095940384	161.307700695	161.627908815	162.038133922	161.032423498	161.032425267	161.032431923	161.032989662	161.034620798	161.102254169	161.887918517	161.032424879	161.032431839	161.032449684	161.033905942	161.037371007	161.219719521	161.032426221	161.032439799	161.03248035	161.035009791	161.041979421	161.414389493	161.032439435	161.03247757	161.034074983	161.041606511	161.063873348	161.032432653	161.032469167	161.032571734	161.039639661	161.059449273	162.135035098	161.032459284	161.032545188	161.036470076	161.055417022	161.111826037	161.034021288	161.037617012	161.182227171	161.83905911	161.074720458	161.215556822	161.032571734
3500000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	170.69134709	170.691347378	170.691348036	170.691374687	170.691425747	170.692674403	170.697944756	170.701928785	170.705247782	170.707871288	170.7101763	170.712237786	170.713960023	170.71543829	170.716746529	170.718242235	170.719764646	170.721539586	170.721869027	170.722149477	170.722388283	170.722593222	170.722773367	170.722932333	170.723074789	170.723200434	170.723314324	170.72341809	170.723509786	170.7235956	170.723673918	170.723745417	170.723811605	170.723872391	170.723929458	170.723983527	170.724032741	172.118654324	170.691347693	170.691349099	170.691395112	170.691571564	170.692023207	170.754796682	170.966331279	171.286198093	171.699761689	170.691347498	170.691349265	170.691355913	170.691913058	170.693542455	170.761103737	171.549577139	170.691348877	170.691355829	170.691373656	170.692828361	170.696289733	170.878443883	170.691350217	170.691363781	170.691404289	170.693931034	170.700893235	171.072906359	170.691363418	170.691401512	170.692997222	170.700520723	170.722763825	170.691356642	170.691393118	170.691495575	170.698555968	170.718344466	171.796642961	170.691383245	170.691469058	170.695389762	170.714316513	170.770665402	170.692943584	170.696535475	170.840991496	171.500727768	170.733599374	170.874285621	170.691495575
3750000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	180.35027109	180.350271378	180.350272035	180.350298664	180.350349682	180.351597306	180.356863303	180.36084404	180.364160294	180.366781631	180.369084739	180.371144521	180.372865335	180.374342379	180.375649538	180.377144008	180.37866516	180.380438634	180.380767802	180.38104802	180.381286629	180.381491399	180.381671394	180.381830229	180.381972568	180.382098109	180.382211905	180.382315585	180.382407205	180.382492948	180.382571201	180.382642641	180.382708775	180.38276951	180.38282653	180.382880554	180.382929728	181.780232839	180.350271692	180.350273097	180.350319072	180.350495378	180.350946648	180.413668244	180.625028019	180.944630479	181.361426375	180.350271498	180.350273263	180.350279906	180.35083659	180.352464641	180.419970086	181.21127272	180.350272875	180.350279822	180.350297634	180.351751137	180.355209648	180.537213258	180.350274215	180.350287768	180.350328242	180.352852898	180.359809346	180.731515019	180.350287404	180.350325467	180.351919858	180.359437141	180.381661861	180.350280634	180.35031708	180.350419453	180.357474011	180.377246154	181.458287717	180.350307215	180.350392957	180.354310421	180.37322153	180.429523849	180.351866265	180.355455187	180.499791823	181.162433398	180.392488455	180.533058432	180.350419453
4000000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	190.00919509	190.009195377	190.009196034	190.009222646	190.00927363	190.010520429	190.015782943	190.019761047	190.023075107	190.025694711	190.027996295	190.030054714	190.03177439	190.033250458	190.034556752	190.036050233	190.03757038	190.03934268	190.039671631	190.039951664	190.040190114	190.040394749	190.040574626	190.040733356	190.0408756	190.041001058	190.041114779	190.04121839	190.041309949	190.041395636	190.041473837	190.04154523	190.04161132	190.041672015	190.041728997	190.041782986	190.041832127	191.441846513	190.009195692	190.009197096	190.00924304	190.00941923	190.009870201	190.072550312	190.28377029	190.60316136	191.023126109	190.009195497	190.009197261	190.0092039	190.009760216	190.01138719	190.078847986	190.871578394	190.009196874	190.009203816	190.009221616	190.010674158	190.014130382	190.196013611	190.009198213	190.009211756	190.009252204	190.011775191	190.018727037	190.390186858	190.009211393	190.009249431	190.010842767	190.018355078	190.040565099	190.009204628	190.00924105	190.009343354	190.016393246	190.036152312	191.119967547	190.009231191	190.009316876	190.01323175	190.03213035	190.08839543	190.01078921	190.014375758	190.158616927	190.820878075	190.051384531	190.191861533	190.009343354
4250000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	199.668119107	199.668119449	199.668120231	199.668151903	199.668212582	199.66969646	199.675959642	199.680694184	199.684638414	199.687756136	199.690495367	199.692945196	199.694991868	199.696748611	199.698303297	199.700080764	199.701889967	199.703999271	199.704390772	199.704724053	199.705007845	199.705251391	199.705465471	199.705654384	199.705823676	199.70597299	199.706108335	199.706231647	199.706340617	199.706442597	199.706535668	199.706620636	199.706699293	199.70677153	199.706839347	199.706903601	199.706962087	201.41984303	199.668119823	199.668121494	199.668176175	199.668385867	199.66892259	199.743521344	199.994904866	200.375028245	200.881201025	199.668119592	199.668121691	199.668129592	199.668791692	199.670728035	199.751016523	200.694484862	199.66812123	199.668129493	199.668150677	199.669879421	199.673992846	199.890461227	199.668122823	199.668138943	199.668187081	199.671189815	199.679463557	200.121556577	199.668138511	199.668183781	199.670080091	199.67902087	199.705454133	199.668130459	199.668173806	199.668295564	199.676685995	199.700202254	201.005777869	199.668162073	199.668264051	199.672923339	199.695415514	199.762379416	199.670016349	199.674284881	199.845953553	200.634143861	199.718330884	199.88551963	199.668295564
4500000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	211.999821116	211.999821485	211.999822329	211.999856532	211.999922061	212.001524535	212.008288288	212.013401228	212.017660692	212.021027591	212.02398575	212.026631375	212.028841624	212.03073877	212.032417711	212.034337239	212.036291038	212.038568923	212.038991715	212.039351632	212.039658106	212.039921117	212.040152307	212.040356317	212.04053914	212.040700388	212.04084655	212.040979718	212.041097396	212.041207527	212.041308037	212.041399796	212.041484739	212.041562749	212.041635986	212.041705376	212.041768536	213.851384252	211.999821889	211.999823694	211.999882745	212.000109196	212.000688816	212.081249712	212.352724515	212.763228429	213.308558694	211.999821639	211.999823906	211.999832439	212.000547456	212.002638557	212.089343927	213.108216921	211.999823408	211.999832331	211.999855209	212.001722118	212.0061643	212.239933446	211.999825129	211.999842537	211.999894523	212.003137243	212.012072246	212.489498589	211.99984207	211.999890958	212.001938827	212.011594178	212.040140062	211.999833375	211.999880186	212.000011676	212.009072694	212.034468438	213.437418478	211.999867515	211.999977644	212.005009315	212.029299129	212.101614975	212.001869991	212.006479676	212.191868593	213.043053296	212.054045959	212.234596903	212.000011676
4750000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	224.426627116	224.426627485	224.426628329	224.426662519	224.426728023	224.428329898	224.435091124	224.440202154	224.444460026	224.447825667	224.45078272	224.453427357	224.45563678	224.457533218	224.459211531	224.461130341	224.463083411	224.465360445	224.465783078	224.466142861	224.46644922	224.466712133	224.466943236	224.467147171	224.467329925	224.467491113	224.46763722	224.467770339	224.467887973	224.467998063	224.468098535	224.468190259	224.468275171	224.468353152	224.468426362	224.468495726	224.468558862	226.282995175	224.426627889	224.426629693	224.426688722	224.426915088	224.427494491	224.508025286	224.77939865	225.189749176	225.734875673	224.426627639	224.426629905	224.426638435	224.427353184	224.429443504	224.516116476	225.53460876	224.426629407	224.426638327	224.426661196	224.428527408	224.43296793	224.666649726	224.426631127	224.426648529	224.426700495	224.429942004	224.438873668	224.916121617	224.426648062	224.426696932	224.428744035	224.438395779	224.466930996	224.42663937	224.426686164	224.426817604	224.435875237	224.461261492	225.86406415	224.426673498	224.426783585	224.431813376	224.456094114	224.528382939	224.428675225	224.433283188	224.618602833	225.469469484	224.480831698	224.661315177	224.426817604
5000000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	236.853433116	236.853433485	236.853434328	236.853468508	236.853533992	236.855135373	236.861894512	236.867003963	236.871260521	236.874625123	236.877581263	236.880225084	236.882433825	236.884329677	236.886007472	236.88792569	236.889878156	236.892154488	236.89257699	236.892936662	236.893242927	236.893505758	236.893736791	236.893940662	236.89412336	236.894284498	236.89443056	236.894563637	236.894681235	236.894791291	236.894891732	236.894983429	236.895068314	236.895146271	236.895219458	236.8952888	236.895351917	238.714675655	236.853433889	236.853435692	236.853494703	236.853720999	236.854300224	236.934806158	237.206095747	237.616319595	238.161277807	236.853433639	236.853435904	236.853444431	236.85415896	236.856248635	236.94289485	237.961072718	236.853435407	236.853444323	236.853467185	236.855332821	236.859771973	237.093381629	236.853437126	236.853454522	236.853506472	236.85674698	236.865675887	237.342776507	236.853454055	236.853502911	236.855549382	236.865198146	236.893724554	236.853445366	236.853492146	236.853623545	236.862678382	236.8880568	238.290426403	236.853479483	236.853589537	236.858617775	236.882891017	236.955157526	236.855480593	236.860087133	237.045349568	237.895953551	236.907620964	237.088048727	236.853623545
5250000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	249.280239132	249.280239551	249.28024051	249.280279349	249.280353762	249.282173494	249.289854252	249.295660385	249.300497331	249.304320702	249.307679916	249.310684226	249.313194132	249.315348487	249.317255052	249.319434822	249.32165351	249.324240223	249.324720334	249.325129048	249.325477072	249.325775741	249.326038275	249.326269945	249.326477554	249.326660663	249.326826641	249.326977864	249.327111496	249.327236558	249.327350695	249.327454894	249.327551354	249.32763994	249.327723107	249.327801904	249.327873627	251.400959667	249.28024001	249.280242059	249.280309116	249.280566268	249.281224471	249.372707514	249.680987861	250.147146368	250.766410481	249.280239726	249.2802423	249.28025199	249.281063946	249.283438551	249.381899113	250.538907115	249.280241735	249.280251867	249.280277847	249.282397865	249.287442301	249.552904998	249.280243689	249.280263456	249.28032249	249.284004847	249.294151224	249.836305255	249.280262926	249.280318443	249.282643954	249.293608342	249.32602437	249.280253052	249.280306211	249.280455527	249.290745004	249.319583809	250.913168688	249.280291822	249.280416881	249.286130728	249.313713664	249.395833823	249.282565785	249.287800434	249.498323691	250.46490885	249.341815577	249.546844946	249.280455527
5500000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	264.293344142	264.293344593	264.293345625	264.293387442	264.293467559	264.295426772	264.303696259	264.309947431	264.315155128	264.31927156	264.322888257	264.326122847	264.328825136	264.331144622	264.333197325	264.335544174	264.337932924	264.340717908	264.34123482	264.341674861	264.342049561	264.342371123	264.34265378	264.342903208	264.34312673	264.343323874	264.343502574	264.343665388	264.343809264	264.343943912	264.344066796	264.344178983	264.344282836	264.344378213	264.344467754	264.344552591	264.344629811	266.576617474	264.293345087	264.293347293	264.29341949	264.293696354	264.294405007	264.392900207	264.724810179	265.226699641	265.893430222	264.293344781	264.293347553	264.293357985	264.294232178	264.296788796	264.402796339	265.64848877	264.293346944	264.293357854	264.293385824	264.295668341	264.301099433	264.586909791	264.293349048	264.293370331	264.29343389	264.297398498	264.308322593	264.89203262	264.29336976	264.293429532	264.295933293	264.307738099	264.342638809	264.29335913	264.293416362	264.293577123	264.304655287	264.33570458	266.051437416	264.29340087	264.293535515	264.299687327	264.32938449	264.417799143	264.295849133	264.301485017	264.528144838	265.568818552	264.359640409	264.580385238	264.293577123
5750000.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	279.465456142	279.465456594	279.465457628	279.465499518	279.465579776	279.467542423	279.475826404	279.482088533	279.487305358	279.491429005	279.495052042	279.498292301	279.500999327	279.503322878	279.505379179	279.507730141	279.510123078	279.512912944	279.513430762	279.513871575	279.514246931	279.514569057	279.514852209	279.515102074	279.515325988	279.515523478	279.515702491	279.51586559	279.516009718	279.516144602	279.516267702	279.516380085	279.516484121	279.516579664	279.516669363	279.516754348	279.516831704	281.752731553	279.465457089	279.465459299	279.465531623	279.465808971	279.466518867	279.565186707	279.897678445	280.40044761	281.068346823	279.465456783	279.465459559	279.46547001	279.466345735	279.468906834	279.575100185	280.822976043	279.46545895	279.465469878	279.465497898	279.467784416	279.473225026	279.759536348	279.465461057	279.465482377	279.465546048	279.469517605	279.480460847	280.06519399	279.465481806	279.465541682	279.468049831	279.479875329	279.514837212	279.465471156	279.465528489	279.465689532	279.476787113	279.507890829	281.226630969	279.46551297	279.465647851	279.471810446	279.501559661	279.590129286	279.467965524	279.473611286	279.700668392	280.74316618	279.531868613	279.753000358	279.465689532
