#S	T	Rho	P
70352941.2	2299.00369863	9.52629462115e-05	1000000.0
70882352.9	2300.36099803	9.20317128833e-05	1000000.0
71411764.7	2301.80572472	8.85085702663e-05	1000000.0
71941176.5	2303.22527199	8.51588820195e-05	1000000.0
72470588.2	2304.62308366	8.19670078257e-05	1000000.0
73000000.0	2306.00250313	7.89204297714e-05	1000000.0
73529411.8	2307.36644377	7.60081863097e-05	1000000.0
74058823.5	2308.71731288	7.32200138565e-05	1000000.0
74588235.3	2310.05725262	7.05466490836e-05	1000000.0
75117647.1	2311.38785538	6.79782427807e-05	1000000.0
75647058.8	2312.69682937	6.54345647765e-05	1000000.0
76176470.6	2314.01766196	6.30746208595e-05	1000000.0
76705882.4	2315.33809659	6.08178570602e-05	1000000.0
77235294.1	2316.64293029	5.8574904899e-05	1000000.0
77764705.9	2317.95976504	5.64917406877e-05	1000000.0
78294117.6	2319.26041643	5.43766237801e-05	1000000.0
78823529.4	2320.57216741	5.24055256256e-05	1000000.0
79352941.2	2321.77941565	5.04360147026e-05	1000000.0
79882352.9	2322.96379217	4.85715603912e-05	1000000.0
80411764.7	2324.14680101	4.67116755315e-05	1000000.0
80941176.5	2325.33801491	4.49523963287e-05	1000000.0
81470588.2	2326.52962653	4.31737753372e-05	1000000.0
82000000.0	2327.73007042	4.14778545343e-05	1000000.0
82529411.8	2328.93646728	3.98051662577e-05	1000000.0
83058823.5	2330.15094051	3.81516916646e-05	1000000.0
83588235.3	2331.3749704	3.6542834989e-05	1000000.0
84117647.1	2332.60911475	3.49658303286e-05	1000000.0
84647058.8	2333.85444957	3.34140451235e-05	1000000.0
85176470.6	2335.11183246	3.18871629122e-05	1000000.0
85705882.4	2336.38141173	3.03903479182e-05	1000000.0
86235294.1	2337.6623465	2.89325363996e-05	1000000.0
86764705.9	2338.95282551	2.75242799058e-05	1000000.0
87294117.6	2340.25030912	2.61756847699e-05	1000000.0
87823529.4	2341.55130849	2.48838121338e-05	1000000.0
88352941.2	2342.72293977	2.34625839334e-05	1000000.0
88882352.9	2343.83110783	2.20617081024e-05	1000000.0
89411764.7	2344.96594298	2.08193152325e-05	1000000.0
89941176.5	2346.12316256	1.97099510755e-05	1000000.0
90470588.2	2347.29934389	1.87133353875e-05	1000000.0
91000000.0	2348.49175452	1.78131108423e-05	1000000.0
91529411.8	2349.69814003	1.6995938363e-05	1000000.0
92058823.5	2350.91665156	1.62508315018e-05	1000000.0
92588235.3	2352.1457531	1.55686597715e-05	1000000.0
93117647.1	2353.38414717	1.49417725904e-05	1000000.0
93647058.8	2354.63076691	1.43637111021e-05	1000000.0
94176470.6	2355.88467852	1.3828984907e-05	1000000.0
94705882.4	2357.14509151	1.33328969978e-05	1000000.0
95235294.1	2358.41132604	1.28714055107e-05	1000000.0
95764705.9	2359.68279353	1.24410133341e-05	1000000.0
96294117.6	2360.95897224	1.20386793098e-05	1000000.0
96823529.4	2362.23943508	1.1661746324e-05	1000000.0
97352941.2	2363.52377957	1.13078824638e-05	1000000.0
97882352.9	2364.81166014	1.0975032791e-05	1000000.0
98411764.7	2366.10277079	1.06613793941e-05	1000000.0
98941176.5	2372.36195309	1.03652915547e-05	1000000.0
99470588.2	2382.4843224	1.00853361431e-05	1000000.0
100000000.0	2392.60967198	9.82024097287e-06	1000000.0
121951220.0	2840.68235571	3.63447411709e-06	1000000.0
143902439.0	5736.65401259	1.71913652671e-06	1000000.0
165853659.0	8755.58775676	1.01412348127e-06	1000000.0
187804878.0	11171.006864	6.78213212891e-07	1000000.0
209756098.0	14883.8631933	4.89939509277e-07	1000000.0
231707317.0	18596.949048	3.7761656773e-07	1000000.0
253658537.0	23019.4302869	3.07611687394e-07	1000000.0
275609756.0	27813.0589405	2.62904935886e-07	1000000.0
297560976.0	32773.7960473	2.23829443234e-07	1000000.0
319512195.0	37885.0718194	1.94571020477e-07	1000000.0
341463415.0	43449.4796205	1.7468914217e-07	1000000.0
363414634.0	49556.6449169	1.59406655296e-07	1000000.0
385365854.0	56051.349711	1.48045674007e-07	1000000.0
407317073.0	62749.0063717	1.38761411049e-07	1000000.0
429268293.0	69663.2095154	1.30420629535e-07	1000000.0
451219512.0	76464.5980087	1.23056461771e-07	1000000.0
473170732.0	82865.3797308	1.17091025234e-07	1000000.0
495121951.0	89107.5357344	1.13325212494e-07	1000000.0
517073171.0	94980.8308778	1.10785221357e-07	1000000.0
539024390.0	101918.346403	1.08932415427e-07	1000000.0
560975610.0	118187.410723	1.0659600327e-07	1000000.0
582926829.0	132698.005895	1.05051351369e-07	1000000.0
604878049.0	146158.442589	1.03721898804e-07	1000000.0
626829268.0	159723.091798	1.02654718599e-07	1000000.0
648780488.0	173934.728609	1.01737293319e-07	1000000.0
670731707.0	190294.564887	1.01083967083e-07	1000000.0
692682927.0	208288.91681	1.00642967201e-07	1000000.0
714634146.0	224787.533131	1.00362541707e-07	1000000.0
736585366.0	240865.823598	1.0018543678e-07	1000000.0
758536585.0	260726.903769	1.00067766656e-07	1000000.0
780487805.0	296862.424664	9.99702976637e-08	1000000.0
802439024.0	333138.145516	9.99186221993e-08	1000000.0
824390244.0	385850.974739	9.98799853151e-08	1000000.0
846341463.0	458824.539254	9.98507403106e-08	1000000.0
868292683.0	500448.548515	9.98496391451e-08	1000000.0
890243902.0	530625.607673	9.98539196136e-08	1000000.0
912195122.0	568502.383516	9.98525033463e-08	1000000.0
934146341.0	620548.656687	9.9845770925e-08	1000000.0
956097561.0	735468.764207	9.98182918758e-08	1000000.0
978048780.0	917906.944715	9.97740963275e-08	1000000.0
